",South,South,South,Mid,Mid,Mid,North,North,North"
"Timestep,Gas,PV,PHS,Gas,PV,PHS,Gas,PV,PHS"
7254.00,4038.00,0.00,0.00,58252.00,0.00,0.00,12089.00,0.00,0.00
7255.00,4115.80,16.20,0.00,63920.00,15.00,0.00,13158.00,0.00,0.00
7256.00,3894.80,454.20,0.00,65672.00,435.00,0.00,13483.20,0.80,0.00
7257.00,3277.80,1705.20,0.00,64536.00,2010.00,0.00,13371.80,131.20,0.00
7258.00,2856.60,2918.40,0.00,63414.00,3995.00,0.00,13108.40,363.60,0.00
7259.00,2490.20,3583.80,0.00,63085.00,5575.00,0.00,12873.00,518.00,0.00
7260.00,2322.40,3879.60,0.00,61222.00,6455.00,0.00,12742.00,592.00,0.00
7261.00,2284.80,3988.20,0.00,60464.00,7055.00,0.00,12565.80,651.20,0.00
7262.00,1917.40,3900.60,0.00,60023.00,6170.00,0.00,12587.80,581.20,0.00
7263.00,2412.00,3591.00,0.00,61210.00,4635.00,0.00,12950.80,379.20,0.00
7264.00,3300.80,2818.20,0.00,62464.00,2830.00,0.00,13482.80,321.20,0.00
7265.00,4812.20,1294.80,0.00,66114.00,2995.00,0.00,14464.00,0.00,0.00
7266.00,5893.60,206.40,0.00,69841.00,0.00,0.00,14282.00,0.00,0.00
7267.00,6352.20,4.80,0.00,67836.00,0.00,0.00,13941.00,0.00,0.00
7268.00,6631.00,0.00,0.00,63621.00,0.00,0.00,13478.00,0.00,0.00
7269.00,6431.00,0.00,0.00,60589.00,0.00,0.00,12879.00,0.00,0.00
7270.00,6136.00,0.00,0.00,58825.00,0.00,0.00,12225.00,0.00,0.00
7271.00,5813.00,0.00,0.00,53942.00,0.00,0.00,11412.00,0.00,0.00
7272.00,5408.00,0.00,0.00,50131.00,0.00,0.00,10988.00,0.00,0.00
7273.00,4740.00,0.00,0.00,47914.00,0.00,0.00,10819.00,0.00,0.00
7274.00,4439.00,0.00,0.00,47380.00,0.00,0.00,10735.00,0.00,0.00
7275.00,4205.00,0.00,0.00,47692.00,0.00,0.00,10791.00,0.00,0.00
7276.00,4056.00,0.00,0.00,48801.00,0.00,0.00,11000.00,0.00,0.00
7277.00,3982.00,0.00,0.00,51125.00,0.00,0.00,11695.00,0.00,0.00
7278.00,3971.00,0.00,0.00,56969.00,0.00,0.00,13220.00,0.00,0.00
7279.00,4120.80,13.20,0.00,61664.00,0.00,0.00,14178.00,0.00,0.00
7280.00,3916.80,403.20,0.00,63221.00,460.00,0.00,14416.00,0.00,0.00
7281.00,3364.20,1618.80,0.00,60507.00,3270.00,0.00,14196.60,46.40,0.00
7282.00,2941.60,2876.40,0.00,57223.00,7085.00,0.00,13986.20,146.80,0.00
7283.00,2483.20,3538.80,0.00,54849.00,10835.00,0.00,13809.20,206.80,0.00
7284.00,2380.60,3794.40,0.00,51068.00,13425.00,0.00,13613.20,224.80,0.00
7285.00,2390.40,3885.60,0.00,48666.00,14975.00,0.00,13605.20,224.80,0.00
7286.00,1993.60,3791.40,0.00,48444.00,14135.00,0.00,13740.80,185.20,0.00
7287.00,2509.80,3496.20,0.00,50798.00,11120.00,0.00,14064.20,90.80,0.00
7288.00,3371.00,2727.00,0.00,54137.00,8050.00,0.00,14384.40,93.60,0.00
7289.00,4783.60,1253.40,0.00,63611.00,3340.00,0.00,14793.00,0.00,0.00
7290.00,5825.40,201.60,0.00,68153.00,0.00,0.00,14399.00,0.00,0.00
7291.00,6283.80,4.20,0.00,65709.00,0.00,0.00,13960.00,0.00,0.00
7292.00,6497.00,0.00,0.00,61854.00,0.00,0.00,13411.00,0.00,0.00
7293.00,6345.00,0.00,0.00,59019.00,0.00,0.00,12724.00,0.00,0.00
7294.00,5988.00,0.00,0.00,57418.00,0.00,0.00,11798.00,0.00,0.00
7295.00,5714.00,0.00,0.00,52904.00,0.00,0.00,10970.00,0.00,0.00
7296.00,5364.00,0.00,0.00,48823.00,0.00,0.00,10411.00,0.00,0.00
7297.00,4737.00,0.00,0.00,46779.00,0.00,0.00,10130.00,0.00,0.00
7298.00,4413.00,0.00,0.00,45778.00,0.00,0.00,10042.00,0.00,0.00
7299.00,4123.00,0.00,0.00,45775.00,0.00,0.00,10018.00,0.00,0.00
7300.00,3932.00,0.00,0.00,45993.00,0.00,0.00,10111.00,0.00,0.00
7301.00,3894.00,0.00,0.00,46260.00,0.00,0.00,10601.00,0.00,0.00
7302.00,3872.00,0.00,0.00,46533.00,0.00,0.00,11871.00,0.00,0.00
7303.00,3815.20,13.80,0.00,49348.00,0.00,0.00,12802.00,0.00,0.00
7304.00,3263.00,450.00,0.00,50687.00,1260.00,0.00,13130.00,2.00,0.00
7305.00,1998.20,1666.80,0.00,46356.00,7190.00,0.00,13212.40,35.60,0.00
7306.00,1120.40,2895.60,0.00,43052.00,12350.00,0.00,13236.60,176.40,0.00
7307.00,867.60,3488.40,0.00,40843.00,15720.00,0.00,13067.00,336.00,0.00
7308.00,815.00,3744.00,0.00,38869.00,17390.00,0.00,12862.00,470.00,0.00
7309.00,789.40,3861.60,0.00,36650.00,18090.00,0.00,12587.00,610.00,0.00
7310.00,765.80,3826.20,0.00,36837.00,16360.00,0.00,12570.00,542.00,0.00
7311.00,950.40,3519.60,0.00,39573.00,13405.00,0.00,12868.00,392.00,0.00
7312.00,1589.20,2734.80,0.00,43807.00,9865.00,0.00,13198.60,444.40,0.00
7313.00,2973.60,1244.40,0.00,54418.00,3730.00,0.00,14262.00,0.00,0.00
7314.00,3999.20,202.80,0.00,60459.00,0.00,0.00,14058.00,0.00,0.00
7315.00,4943.80,4.20,0.00,58971.00,0.00,0.00,13837.00,0.00,0.00
7316.00,5380.00,0.00,0.00,56187.00,0.00,0.00,13479.00,0.00,0.00
7317.00,5434.00,0.00,0.00,54194.00,0.00,0.00,12866.00,0.00,0.00
7318.00,5327.00,0.00,0.00,52761.00,0.00,0.00,12150.00,0.00,0.00
7319.00,5073.00,0.00,0.00,48941.00,0.00,0.00,11423.00,0.00,0.00
7320.00,4745.00,0.00,0.00,45408.00,0.00,0.00,10943.00,0.00,0.00
7321.00,4336.00,0.00,0.00,43162.00,0.00,0.00,10806.00,0.00,0.00
7322.00,3932.00,0.00,0.00,42487.00,0.00,0.00,10766.00,0.00,0.00
7323.00,3726.00,0.00,0.00,42990.00,0.00,0.00,10865.00,0.00,0.00
7324.00,3664.00,0.00,0.00,44387.00,0.00,0.00,11036.00,0.00,0.00
7325.00,3638.00,0.00,0.00,47277.00,0.00,0.00,11694.00,0.00,0.00
7326.00,3630.00,0.00,0.00,53117.00,0.00,0.00,12976.00,0.00,0.00
7327.00,3699.40,12.60,0.00,58228.00,0.00,0.00,13958.00,0.00,0.00
7328.00,3478.60,437.40,0.00,60272.00,910.00,0.00,14464.00,2.00,0.00
7329.00,2825.00,1650.00,0.00,57196.00,4830.00,0.00,14308.80,121.20,0.00
7330.00,2314.00,2916.00,0.00,54733.00,8095.00,0.00,14042.00,326.00,0.00
7331.00,2038.60,3488.40,0.00,53330.00,10380.00,0.00,13654.00,460.00,0.00
7332.00,1943.80,3718.20,0.00,51877.00,11360.00,0.00,13409.40,501.60,0.00
7333.00,1867.20,3823.80,0.00,49592.00,12335.00,0.00,13121.20,466.80,0.00
7334.00,1695.20,3754.80,0.00,49571.00,10985.00,0.00,13031.20,356.80,0.00
7335.00,2094.80,3421.20,0.00,51440.00,8720.00,0.00,13238.80,181.20,0.00
7336.00,2998.40,2592.60,0.00,55058.00,6100.00,0.00,13888.20,212.80,0.00
7337.00,4382.00,1119.00,0.00,63537.00,2055.00,0.00,14573.00,0.00,0.00
7338.00,5290.80,172.20,0.00,66319.00,0.00,0.00,14291.00,0.00,0.00
7339.00,5968.40,3.60,0.00,63834.00,0.00,0.00,13739.00,0.00,0.00
7340.00,6325.00,0.00,0.00,59719.00,0.00,0.00,13150.00,0.00,0.00
7341.00,6148.00,0.00,0.00,56529.00,0.00,0.00,12512.00,0.00,0.00
7342.00,5840.00,0.00,0.00,54970.00,0.00,0.00,11956.00,0.00,0.00
7343.00,5550.00,0.00,0.00,50715.00,0.00,0.00,11298.00,0.00,0.00
7344.00,5156.00,0.00,0.00,46922.00,0.00,0.00,10877.00,0.00,0.00
7345.00,4664.00,0.00,0.00,44448.00,0.00,0.00,10666.00,0.00,0.00
7346.00,4273.00,0.00,0.00,43076.00,0.00,0.00,10481.00,0.00,0.00
7347.00,4020.00,0.00,0.00,43246.00,0.00,0.00,10431.00,0.00,0.00
7348.00,3857.00,0.00,0.00,43824.00,0.00,0.00,10458.00,0.00,0.00
7349.00,3786.00,0.00,0.00,44511.00,0.00,0.00,10534.00,0.00,0.00
7350.00,3752.00,0.00,0.00,45512.00,0.00,0.00,10861.00,0.00,0.00
7351.00,3736.60,11.40,0.00,48431.00,0.00,0.00,11082.00,0.00,0.00
7352.00,3410.00,423.00,0.00,51808.00,640.00,0.00,11376.20,6.80,0.00
7353.00,2315.40,1620.60,0.00,51912.00,3740.00,0.00,11736.20,86.80,0.00
7354.00,1570.60,2879.40,0.00,50919.00,6295.00,0.00,11659.00,330.00,0.00
7355.00,1303.20,3514.80,0.00,49839.00,8100.00,0.00,11506.00,542.00,0.00
7356.00,1144.60,3773.40,0.00,47988.00,9010.00,0.00,11294.80,659.20,0.00
7357.00,1127.40,3882.60,0.00,44982.00,10490.00,0.00,11072.60,712.40,0.00
7358.00,1136.80,3811.20,0.00,45329.00,8915.00,0.00,11102.20,618.80,0.00
7359.00,1321.00,3444.00,0.00,47761.00,6350.00,0.00,11472.00,396.00,0.00
7360.00,2181.00,2613.00,0.00,51436.00,3840.00,0.00,12269.40,279.60,0.00
7361.00,3534.40,1140.60,0.00,58910.00,830.00,0.00,13009.00,0.00,0.00
7362.00,4503.60,179.40,0.00,59659.00,0.00,0.00,12805.00,0.00,0.00
7363.00,5357.40,3.60,0.00,57020.00,0.00,0.00,12488.00,0.00,0.00
7364.00,5715.00,0.00,0.00,53308.00,0.00,0.00,12030.00,0.00,0.00
7365.00,5701.00,0.00,0.00,51825.00,0.00,0.00,11649.00,0.00,0.00
7366.00,5496.00,0.00,0.00,51034.00,0.00,0.00,11266.00,0.00,0.00
7367.00,5202.00,0.00,0.00,47487.00,0.00,0.00,10793.00,0.00,0.00
7368.00,4865.00,0.00,0.00,44257.00,0.00,0.00,10463.00,0.00,0.00
7369.00,4480.00,0.00,0.00,41971.00,0.00,0.00,10404.00,0.00,0.00
7370.00,4015.00,0.00,0.00,40973.00,0.00,0.00,10310.00,0.00,0.00
7371.00,3752.00,0.00,0.00,40764.00,0.00,0.00,10273.00,0.00,0.00
7372.00,3667.00,0.00,0.00,41210.00,0.00,0.00,10330.00,0.00,0.00
7373.00,3558.00,0.00,0.00,40671.00,0.00,0.00,10491.00,0.00,0.00
7374.00,3513.00,0.00,0.00,40042.00,0.00,0.00,10887.00,0.00,0.00
7375.00,3521.80,10.20,0.00,41063.00,0.00,0.00,11044.00,0.00,0.00
7376.00,3134.00,408.00,0.00,43905.00,125.00,0.00,11406.00,6.00,0.00
7377.00,1933.20,1570.80,0.00,45221.00,1715.00,0.00,11637.80,119.20,0.00
7378.00,1006.60,2849.40,0.00,45514.00,3835.00,0.00,11491.60,448.40,0.00
7379.00,706.00,3495.00,0.00,46220.00,5890.00,0.00,11324.60,714.40,0.00
7380.00,661.60,3740.40,0.00,43929.00,7360.00,0.00,11259.40,833.60,0.00
7381.00,794.00,3816.00,0.00,40427.00,8845.00,0.00,11056.80,915.20,0.00
7382.00,865.40,3726.60,0.00,39942.00,7805.00,0.00,11247.20,730.80,0.00
7383.00,971.00,3396.00,0.00,41799.00,5745.00,0.00,11789.40,563.60,0.00
7384.00,1748.20,2539.80,0.00,45881.00,3535.00,0.00,12821.00,342.00,0.00
7385.00,3032.80,1060.20,0.00,54650.00,435.00,0.00,13781.00,0.00,0.00
7386.00,3922.20,166.80,0.00,56639.00,0.00,0.00,13824.00,0.00,0.00
7387.00,4897.40,3.60,0.00,55017.00,0.00,0.00,13689.00,0.00,0.00
7388.00,5276.00,0.00,0.00,52774.00,0.00,0.00,13375.00,0.00,0.00
7389.00,5286.00,0.00,0.00,51534.00,0.00,0.00,12865.00,0.00,0.00
7390.00,5293.00,0.00,0.00,51756.00,0.00,0.00,12270.00,0.00,0.00
7391.00,5080.00,0.00,0.00,48062.00,0.00,0.00,11664.00,0.00,0.00
7392.00,4683.00,0.00,0.00,44896.00,0.00,0.00,11336.00,0.00,0.00
7393.00,4247.00,0.00,0.00,43372.00,0.00,0.00,11223.00,0.00,0.00
7394.00,3925.00,0.00,0.00,43187.00,0.00,0.00,11195.00,0.00,0.00
7395.00,3722.00,0.00,0.00,44170.00,0.00,0.00,11241.00,0.00,0.00
7396.00,3605.00,0.00,0.00,45898.00,0.00,0.00,11462.00,0.00,0.00
7397.00,3584.00,0.00,0.00,49401.00,0.00,0.00,12027.00,0.00,0.00
7398.00,3599.00,0.00,0.00,57892.00,0.00,0.00,13583.00,0.00,0.00
7399.00,3790.00,9.00,0.00,63183.00,0.00,0.00,14727.00,0.00,0.00
7400.00,3781.40,381.60,0.00,64358.00,510.00,0.00,14776.40,31.60,0.00
7401.00,3140.40,1557.60,0.00,59617.00,5035.00,0.00,14695.60,28.40,0.00
7402.00,2698.80,2917.20,0.00,55353.00,9945.00,0.00,14544.20,92.80,0.00
7403.00,2362.80,3559.20,0.00,52608.00,13645.00,0.00,14453.20,146.80,0.00
7404.00,2321.60,3794.40,0.00,50198.00,15480.00,0.00,14340.60,160.40,0.00
7405.00,2323.80,3877.20,0.00,47839.00,17595.00,0.00,14196.80,175.20,0.00
7406.00,1948.60,3782.40,0.00,48570.00,16180.00,0.00,14349.20,92.80,0.00
7407.00,2506.20,3415.80,0.00,51156.00,13585.00,0.00,14631.40,27.60,0.00
7408.00,3561.40,2493.60,0.00,54481.00,10680.00,0.00,14982.00,68.00,0.00
7409.00,5026.20,967.80,0.00,69404.00,375.00,0.00,15277.00,0.00,0.00
7410.00,5893.20,127.80,0.00,69991.00,0.00,0.00,14856.00,0.00,0.00
7411.00,6455.60,2.40,0.00,68424.00,0.00,0.00,14451.00,0.00,0.00
7412.00,6606.00,0.00,0.00,64857.00,0.00,0.00,13947.00,0.00,0.00
7413.00,6400.00,0.00,0.00,62075.00,0.00,0.00,13247.00,0.00,0.00
7414.00,6123.00,0.00,0.00,60043.00,0.00,0.00,12245.00,0.00,0.00
7415.00,5790.00,0.00,0.00,55250.00,0.00,0.00,11448.00,0.00,0.00
7416.00,5470.00,0.00,0.00,51545.00,0.00,0.00,10948.00,0.00,0.00
7417.00,4800.00,0.00,0.00,49799.00,0.00,0.00,10721.00,0.00,0.00
7418.00,4408.00,0.00,0.00,49082.00,0.00,0.00,10668.00,0.00,0.00
7419.00,4208.00,0.00,0.00,49762.00,0.00,0.00,10694.00,0.00,0.00
7420.00,4040.00,0.00,0.00,51403.00,0.00,0.00,10828.00,0.00,0.00
7421.00,4012.00,0.00,0.00,54418.00,0.00,0.00,11345.00,0.00,0.00
7422.00,4020.00,0.00,0.00,61975.00,0.00,0.00,12805.00,0.00,0.00
7423.00,4059.60,8.40,0.00,66962.00,0.00,0.00,14091.00,0.00,0.00
7424.00,3979.40,384.60,0.00,68435.00,85.00,0.00,14205.20,14.80,0.00
7425.00,3325.40,1578.60,0.00,67387.00,1270.00,0.00,14141.80,63.20,0.00
7426.00,2864.00,2931.00,0.00,66754.00,3360.00,0.00,13909.80,259.20,0.00
7427.00,2523.40,3561.60,0.00,66370.00,5045.00,0.00,13724.60,430.40,0.00
7428.00,2328.60,3809.40,0.00,65239.00,5765.00,0.00,13544.20,534.80,0.00
7429.00,2269.40,3897.60,0.00,64402.00,6195.00,0.00,13414.60,624.40,0.00
7430.00,1993.40,3801.60,0.00,64174.00,5925.00,0.00,13572.40,563.60,0.00
7431.00,2586.60,3434.40,0.00,65228.00,4225.00,0.00,13992.60,438.40,0.00
7432.00,3610.40,2571.60,0.00,67142.00,2065.00,0.00,14646.80,307.20,0.00
7433.00,4998.20,1066.80,0.00,72690.00,0.00,0.00,15305.00,0.00,0.00
7434.00,5914.20,154.80,0.00,72803.00,0.00,0.00,15066.00,0.00,0.00
7435.00,6501.00,3.00,0.00,70619.00,0.00,0.00,14770.00,0.00,0.00
7436.00,6632.00,0.00,0.00,66883.00,0.00,0.00,14384.00,0.00,0.00
7437.00,6481.00,0.00,0.00,63621.00,0.00,0.00,13755.00,0.00,0.00
7438.00,6118.00,0.00,0.00,61074.00,0.00,0.00,12966.00,0.00,0.00
7439.00,5863.00,0.00,0.00,56595.00,0.00,0.00,12148.00,0.00,0.00
7440.00,5467.00,0.00,0.00,52428.00,0.00,0.00,11647.00,0.00,0.00
7441.00,4847.00,0.00,0.00,49899.00,0.00,0.00,11502.00,0.00,0.00
7442.00,4403.00,0.00,0.00,49137.00,0.00,0.00,11452.00,0.00,0.00
7443.00,4093.00,0.00,0.00,49993.00,0.00,0.00,11528.00,0.00,0.00
7444.00,3996.00,0.00,0.00,51965.00,0.00,0.00,11668.00,0.00,0.00
7445.00,4021.00,0.00,0.00,55492.00,0.00,0.00,12290.00,0.00,0.00
7446.00,4022.00,0.00,0.00,63380.00,0.00,0.00,13763.00,0.00,0.00
7447.00,4062.20,7.80,0.00,69323.00,0.00,0.00,15011.00,0.00,0.00
7448.00,4040.00,372.00,0.00,71741.00,140.00,0.00,15101.20,0.80,0.00
7449.00,3452.00,1530.00,0.00,71542.00,1155.00,0.00,14997.40,33.60,0.00
7450.00,2978.40,2889.60,0.00,71644.00,2160.00,0.00,14843.00,208.00,0.00
7451.00,2577.40,3531.60,0.00,71791.00,2860.00,0.00,14532.80,379.20,0.00
7452.00,2405.20,3790.80,0.00,71046.00,3160.00,0.00,14240.40,491.60,0.00
7453.00,2394.00,3894.00,0.00,70352.00,3585.00,0.00,13924.80,711.20,0.00
7454.00,2001.40,3825.60,0.00,70648.00,2800.00,0.00,14194.20,474.80,0.00
7455.00,2559.40,3486.60,0.00,70844.00,2050.00,0.00,14712.40,291.60,0.00
7456.00,3565.60,2621.40,0.00,72106.00,1085.00,0.00,15181.60,238.40,0.00
7457.00,5009.80,1114.20,0.00,75306.00,0.00,0.00,15771.00,0.00,0.00
7458.00,6013.20,166.80,0.00,74570.00,0.00,0.00,15484.00,0.00,0.00
7459.00,6603.00,3.00,0.00,72523.00,0.00,0.00,15181.00,0.00,0.00
7460.00,6681.00,0.00,0.00,68702.00,0.00,0.00,14777.00,0.00,0.00
7461.00,6467.00,0.00,0.00,65498.00,0.00,0.00,14151.00,0.00,0.00
7462.00,6175.00,0.00,0.00,62887.00,0.00,0.00,13235.00,0.00,0.00
7463.00,5888.00,0.00,0.00,57857.00,0.00,0.00,12457.00,0.00,0.00
7464.00,5456.00,0.00,0.00,53192.00,0.00,0.00,11943.00,0.00,0.00
7465.00,4826.00,0.00,0.00,50700.00,0.00,0.00,11706.00,0.00,0.00
7466.00,4468.00,0.00,0.00,49296.00,0.00,0.00,11591.00,0.00,0.00
7467.00,4215.00,0.00,0.00,49449.00,0.00,0.00,11732.00,0.00,0.00
7468.00,4100.00,0.00,0.00,50700.00,0.00,0.00,11917.00,0.00,0.00
7469.00,3992.00,0.00,0.00,53562.00,0.00,0.00,12582.00,0.00,0.00
7470.00,3971.00,0.00,0.00,60840.00,0.00,0.00,14033.00,0.00,0.00
7471.00,4069.80,7.20,0.00,66340.00,0.00,0.00,15300.00,0.00,0.00
7472.00,4057.40,363.60,0.00,67639.00,25.00,0.00,15336.20,0.80,0.00
7473.00,3438.40,1506.60,0.00,66341.00,1120.00,0.00,15248.00,12.00,0.00
7474.00,2933.80,2875.20,0.00,65779.00,2585.00,0.00,15153.20,72.80,0.00
7475.00,2576.40,3519.60,0.00,65799.00,4035.00,0.00,15004.20,146.80,0.00
7476.00,2378.20,3778.80,0.00,64591.00,4805.00,0.00,14856.60,180.40,0.00
7477.00,2331.40,3879.60,0.00,63574.00,5800.00,0.00,14728.40,221.60,0.00
7478.00,1986.40,3813.60,0.00,64581.00,4560.00,0.00,14851.20,92.80,0.00
7479.00,2510.00,3477.00,0.00,66472.00,2805.00,0.00,15221.20,24.80,0.00
7480.00,3572.40,2607.60,0.00,68298.00,1880.00,0.00,15583.80,57.20,0.00
7481.00,4964.40,1095.60,0.00,73042.00,0.00,0.00,15736.00,0.00,0.00
7482.00,5897.80,163.20,0.00,72658.00,0.00,0.00,15315.00,0.00,0.00
7483.00,6549.60,2.40,0.00,70877.00,0.00,0.00,14987.00,0.00,0.00
7484.00,6640.00,0.00,0.00,66861.00,0.00,0.00,14472.00,0.00,0.00
7485.00,6501.00,0.00,0.00,64232.00,0.00,0.00,13755.00,0.00,0.00
7486.00,6164.00,0.00,0.00,61559.00,0.00,0.00,12738.00,0.00,0.00
7487.00,5881.00,0.00,0.00,56232.00,0.00,0.00,11969.00,0.00,0.00
7488.00,5488.00,0.00,0.00,51686.00,0.00,0.00,11422.00,0.00,0.00
7489.00,4817.00,0.00,0.00,49673.00,0.00,0.00,11158.00,0.00,0.00
7490.00,4418.00,0.00,0.00,49183.00,0.00,0.00,11037.00,0.00,0.00
7491.00,4217.00,0.00,0.00,50092.00,0.00,0.00,11068.00,0.00,0.00
7492.00,4093.00,0.00,0.00,51704.00,0.00,0.00,11229.00,0.00,0.00
7493.00,4049.00,0.00,0.00,54581.00,0.00,0.00,11847.00,0.00,0.00
7494.00,4007.00,0.00,0.00,61927.00,0.00,0.00,13289.00,0.00,0.00
7495.00,4154.40,6.60,0.00,67623.00,0.00,0.00,14560.00,0.00,0.00
7496.00,4185.00,342.00,0.00,69931.00,20.00,0.00,14725.00,0.00,0.00
7497.00,3588.20,1450.80,0.00,69858.00,980.00,0.00,14807.40,33.60,0.00
7498.00,3028.80,2839.20,0.00,69713.00,2355.00,0.00,14890.80,127.20,0.00
7499.00,2674.00,3483.00,0.00,69708.00,3420.00,0.00,14663.00,262.00,0.00
7500.00,2512.60,3752.40,0.00,68769.00,3960.00,0.00,14499.20,354.80,0.00
7501.00,2471.40,3825.60,0.00,66383.00,5210.00,0.00,14129.00,536.00,0.00
7502.00,2167.20,3718.80,0.00,66111.00,4410.00,0.00,14107.40,419.60,0.00
7503.00,2734.00,3330.00,0.00,66610.00,3020.00,0.00,14300.60,362.40,0.00
7504.00,3779.80,2377.20,0.00,68526.00,1705.00,0.00,14883.00,202.00,0.00
7505.00,5072.00,969.00,0.00,73187.00,0.00,0.00,15289.00,0.00,0.00
7506.00,5906.80,148.20,0.00,72728.00,0.00,0.00,14900.00,0.00,0.00
7507.00,6514.60,2.40,0.00,70302.00,0.00,0.00,14373.00,0.00,0.00
7508.00,6588.00,0.00,0.00,66487.00,0.00,0.00,13846.00,0.00,0.00
7509.00,6440.00,0.00,0.00,63734.00,0.00,0.00,13229.00,0.00,0.00
7510.00,6114.00,0.00,0.00,62131.00,0.00,0.00,12679.00,0.00,0.00
7511.00,5806.00,0.00,0.00,58397.00,0.00,0.00,12145.00,0.00,0.00
7512.00,5442.00,0.00,0.00,54571.00,0.00,0.00,11673.00,0.00,0.00
7513.00,4871.00,0.00,0.00,52728.00,0.00,0.00,11421.00,0.00,0.00
7514.00,4444.00,0.00,0.00,51273.00,0.00,0.00,11317.00,0.00,0.00
7515.00,4207.00,0.00,0.00,50572.00,0.00,0.00,11290.00,0.00,0.00
7516.00,4084.00,0.00,0.00,50256.00,0.00,0.00,11341.00,0.00,0.00
7517.00,3982.00,0.00,0.00,48524.00,0.00,0.00,11535.00,0.00,0.00
7518.00,3961.00,0.00,0.00,48033.00,0.00,0.00,12091.00,0.00,0.00
7519.00,3937.00,6.00,0.00,51069.00,0.00,0.00,12498.00,0.00,0.00
7520.00,3706.00,345.00,0.00,54774.00,30.00,0.00,12958.00,0.00,0.00
7521.00,2669.60,1430.40,0.00,57527.00,800.00,0.00,13326.80,55.20,0.00
7522.00,1801.40,2823.60,0.00,58348.00,1685.00,0.00,13324.60,234.40,0.00
7523.00,1512.20,3484.80,0.00,58525.00,2385.00,0.00,13204.00,386.00,0.00
7524.00,1325.20,3757.80,0.00,57042.00,2740.00,0.00,12960.00,470.00,0.00
7525.00,1296.60,3860.40,0.00,55683.00,2850.00,0.00,12778.80,517.20,0.00
7526.00,1302.80,3790.20,0.00,54566.00,2495.00,0.00,12850.40,437.60,0.00
7527.00,1540.80,3427.20,0.00,54510.00,1965.00,0.00,13299.60,316.40,0.00
7528.00,2399.80,2518.20,0.00,56046.00,1490.00,0.00,14271.00,196.00,0.00
7529.00,3807.20,1024.80,0.00,61845.00,0.00,0.00,14827.00,0.00,0.00
7530.00,4719.80,139.20,0.00,61725.00,0.00,0.00,14614.00,0.00,0.00
7531.00,5719.60,2.40,0.00,59206.00,0.00,0.00,14115.00,0.00,0.00
7532.00,5956.00,0.00,0.00,55713.00,0.00,0.00,13713.00,0.00,0.00
7533.00,5800.00,0.00,0.00,53978.00,0.00,0.00,13276.00,0.00,0.00
7534.00,5582.00,0.00,0.00,53654.00,0.00,0.00,12877.00,0.00,0.00
7535.00,5206.00,0.00,0.00,50566.00,0.00,0.00,12415.00,0.00,0.00
7536.00,5041.00,0.00,0.00,46883.00,0.00,0.00,12065.00,0.00,0.00
7537.00,4559.00,0.00,0.00,44347.00,0.00,0.00,11835.00,0.00,0.00
7538.00,4184.00,0.00,0.00,43023.00,0.00,0.00,11737.00,0.00,0.00
7539.00,3888.00,0.00,0.00,42264.00,0.00,0.00,11711.00,0.00,0.00
7540.00,3689.00,0.00,0.00,42094.00,0.00,0.00,11699.00,0.00,0.00
7541.00,3644.00,0.00,0.00,41332.00,0.00,0.00,11886.00,0.00,0.00
7542.00,3626.00,0.00,0.00,40384.00,0.00,0.00,12243.00,0.00,0.00
7543.00,3638.20,4.80,0.00,42030.00,0.00,0.00,12463.00,0.00,0.00
7544.00,3318.20,301.80,0.00,45982.00,0.00,0.00,12742.00,0.00,0.00
7545.00,2162.40,1359.60,0.00,48929.00,515.00,0.00,13065.80,43.20,0.00
7546.00,1125.00,2769.00,0.00,51161.00,1315.00,0.00,13151.60,230.40,0.00
7547.00,714.40,3471.60,0.00,53257.00,2090.00,0.00,13127.80,391.20,0.00
7548.00,729.60,3758.40,0.00,51944.00,2585.00,0.00,12975.20,482.80,0.00
7549.00,848.40,3852.60,0.00,49558.00,2725.00,0.00,12727.60,578.40,0.00
7550.00,963.80,3751.20,0.00,48372.00,2315.00,0.00,12887.00,456.00,0.00
7551.00,1124.20,3328.80,0.00,48571.00,1615.00,0.00,13320.60,374.40,0.00
7552.00,2048.20,2338.80,0.00,50614.00,885.00,0.00,14304.40,105.60,0.00
7553.00,3378.20,907.80,0.00,56468.00,0.00,0.00,14689.00,0.00,0.00
7554.00,4220.60,125.40,0.00,57205.00,0.00,0.00,14659.00,0.00,0.00
7555.00,5194.60,2.40,0.00,56194.00,0.00,0.00,14453.00,0.00,0.00
7556.00,5431.00,0.00,0.00,54477.00,0.00,0.00,14165.00,0.00,0.00
7557.00,5442.00,0.00,0.00,53659.00,0.00,0.00,13612.00,0.00,0.00
7558.00,5389.00,0.00,0.00,54440.00,0.00,0.00,12914.00,0.00,0.00
7559.00,5216.00,0.00,0.00,51197.00,0.00,0.00,12387.00,0.00,0.00
7560.00,4892.00,0.00,0.00,48393.00,0.00,0.00,11990.00,0.00,0.00
7561.00,4389.00,0.00,0.00,46795.00,0.00,0.00,11848.00,0.00,0.00
7562.00,4030.00,0.00,0.00,46674.00,0.00,0.00,11778.00,0.00,0.00
7563.00,3860.00,0.00,0.00,47512.00,0.00,0.00,11903.00,0.00,0.00
7564.00,3745.00,0.00,0.00,48876.00,0.00,0.00,12121.00,0.00,0.00
7565.00,3691.00,0.00,0.00,52668.00,0.00,0.00,12734.00,0.00,0.00
