", South, South, South "
"Timestep, Gas, PV, PHS "
800.00,4554.20,76.80,0.00
801.00,3894.80,772.20,0.00
802.00,2876.80,2233.20,0.00
803.00,2516.20,3094.80,0.00
804.00,2341.60,3491.40,0.00
805.00,2326.40,3627.60,0.00
806.00,2278.20,3589.80,0.00
807.00,2283.80,3409.20,0.00
808.00,2648.40,3000.60,0.00
809.00,3609.20,1954.80,0.00
810.00,5056.60,581.40,0.00
811.00,6047.20,43.80,0.00
812.00,7009.00,0.00,0.00
813.00,7076.00,0.00,0.00
814.00,6901.00,0.00,0.00
815.00,6594.00,0.00,0.00
816.00,6288.00,0.00,0.00
817.00,5647.00,0.00,0.00
818.00,5076.00,0.00,0.00
819.00,4664.00,0.00,0.00
820.00,4403.00,0.00,0.00
821.00,4277.00,0.00,0.00
822.00,4237.00,0.00,0.00
823.00,4194.00,0.00,0.00
824.00,4129.40,117.60,0.00
825.00,3054.80,1045.20,0.00
826.00,1693.20,2713.80,0.00
827.00,1285.00,3576.00,0.00
828.00,1217.00,3924.00,0.00
829.00,1315.80,4018.20,0.00
830.00,1340.40,3984.60,0.00
831.00,1307.40,3786.60,0.00
832.00,1697.60,3284.40,0.00
833.00,2769.40,2106.60,0.00
834.00,4390.60,569.40,0.00
835.00,5385.80,37.20,0.00
836.00,6341.00,0.00,0.00
837.00,6612.00,0.00,0.00
838.00,6595.00,0.00,0.00
839.00,6421.00,0.00,0.00
840.00,6071.00,0.00,0.00
841.00,5351.00,0.00,0.00
842.00,4742.00,0.00,0.00
843.00,4455.00,0.00,0.00
844.00,4350.00,0.00,0.00
845.00,4277.00,0.00,0.00
846.00,4247.00,0.00,0.00
847.00,4363.00,0.00,0.00
848.00,4789.20,82.80,0.00
849.00,4920.60,686.40,0.00
850.00,4730.60,1892.40,0.00
851.00,4294.40,2763.60,0.00
852.00,3992.20,3145.80,0.00
853.00,3982.00,3180.00,0.00
854.00,3732.60,2966.40,0.00
855.00,4098.40,2691.60,0.00
856.00,4866.60,2066.40,0.00
857.00,5807.60,1094.40,0.00
858.00,6584.80,310.20,0.00
859.00,6866.40,30.60,0.00
860.00,7601.00,0.00,0.00
861.00,7698.00,0.00,0.00
862.00,7497.00,0.00,0.00
863.00,7238.00,0.00,0.00
864.00,6718.00,0.00,0.00
865.00,5933.00,0.00,0.00
866.00,5327.00,0.00,0.00
867.00,4935.00,0.00,0.00
868.00,4727.00,0.00,0.00
869.00,4668.00,0.00,0.00
870.00,4640.00,0.00,0.00
871.00,4713.00,0.00,0.00
872.00,5010.80,73.20,0.00
873.00,5151.80,700.20,0.00
874.00,4700.00,2031.00,0.00
875.00,4127.80,2980.20,0.00
876.00,3834.60,3350.40,0.00
877.00,3814.00,3405.00,0.00
878.00,3362.40,3288.60,0.00
879.00,3863.40,3006.60,0.00
880.00,4521.60,2573.40,0.00
881.00,5351.20,1678.80,0.00
882.00,6522.60,530.40,0.00
883.00,7102.20,49.80,0.00
884.00,7740.00,0.00,0.00
885.00,7823.00,0.00,0.00
886.00,7564.00,0.00,0.00
887.00,7194.00,0.00,0.00
888.00,6728.00,0.00,0.00
889.00,5934.00,0.00,0.00
890.00,5271.00,0.00,0.00
891.00,4859.00,0.00,0.00
892.00,4644.00,0.00,0.00
893.00,4570.00,0.00,0.00
894.00,4594.00,0.00,0.00
895.00,4673.00,0.00,0.00
896.00,4990.00,117.00,0.00
897.00,4789.60,1028.40,0.00
898.00,4018.60,2684.40,0.00
899.00,3562.40,3501.60,0.00
900.00,3397.00,3804.00,0.00
901.00,3399.40,3888.60,0.00
902.00,2914.80,3943.20,0.00
903.00,3310.60,3800.40,0.00
904.00,4105.00,3342.00,0.00
905.00,5132.40,2232.60,0.00
906.00,6729.40,699.60,0.00
907.00,7404.60,59.40,0.00
908.00,7911.00,0.00,0.00
909.00,7884.00,0.00,0.00
910.00,7578.00,0.00,0.00
911.00,7249.00,0.00,0.00
912.00,6767.00,0.00,0.00
913.00,5920.00,0.00,0.00
914.00,5271.00,0.00,0.00
915.00,4943.00,0.00,0.00
916.00,4712.00,0.00,0.00
917.00,4643.00,0.00,0.00
918.00,4612.00,0.00,0.00
919.00,4641.00,0.00,0.00
920.00,4905.60,107.40,0.00
921.00,4894.00,906.00,0.00
922.00,4347.60,2360.40,0.00
923.00,3975.80,3172.20,0.00
924.00,3769.40,3501.60,0.00
925.00,3598.20,3598.80,0.00
926.00,3103.00,3522.00,0.00
927.00,3448.60,3278.40,0.00
928.00,3859.60,2867.40,0.00
929.00,4689.00,1971.00,0.00
930.00,6110.20,646.80,0.00
931.00,6899.80,58.20,0.00
932.00,7551.00,0.00,0.00
933.00,7542.00,0.00,0.00
934.00,7084.00,0.00,0.00
935.00,6850.00,0.00,0.00
936.00,6517.00,0.00,0.00
937.00,5634.00,0.00,0.00
938.00,5130.00,0.00,0.00
939.00,4762.00,0.00,0.00
940.00,4592.00,0.00,0.00
941.00,4537.00,0.00,0.00
942.00,4499.00,0.00,0.00
943.00,4556.00,0.00,0.00
944.00,4878.20,127.80,0.00
945.00,4675.00,969.00,0.00
946.00,4099.80,2413.20,0.00
947.00,3537.60,3263.40,0.00
948.00,3175.20,3700.80,0.00
949.00,3043.20,3838.80,0.00
950.00,2497.00,3864.00,0.00
951.00,2825.20,3748.80,0.00
952.00,3397.00,3297.00,0.00
953.00,4390.40,2226.60,0.00
954.00,5914.00,726.00,0.00
955.00,6686.00,63.00,0.00
956.00,7293.00,0.00,0.00
957.00,7318.00,0.00,0.00
958.00,7006.00,0.00,0.00
959.00,6766.00,0.00,0.00
960.00,6424.00,0.00,0.00
961.00,5713.00,0.00,0.00
962.00,5182.00,0.00,0.00
963.00,4766.00,0.00,0.00
964.00,4535.00,0.00,0.00
965.00,4423.00,0.00,0.00
966.00,4324.00,0.00,0.00
967.00,4259.00,0.00,0.00
968.00,4262.60,140.40,0.00
969.00,3336.40,1065.60,0.00
970.00,2218.20,2680.80,0.00
971.00,1785.40,3546.60,0.00
972.00,1619.80,3913.20,0.00
973.00,1557.00,4023.00,0.00
974.00,1441.60,4025.40,0.00
975.00,1471.20,3877.80,0.00
976.00,2006.40,3390.60,0.00
977.00,3047.80,2275.20,0.00
978.00,4613.00,735.00,0.00
979.00,5577.40,63.60,0.00
980.00,6500.00,0.00,0.00
981.00,6544.00,0.00,0.00
982.00,6359.00,0.00,0.00
983.00,6031.00,0.00,0.00
984.00,5753.00,0.00,0.00
985.00,5242.00,0.00,0.00
986.00,4730.00,0.00,0.00
987.00,4331.00,0.00,0.00
988.00,4069.00,0.00,0.00
989.00,3990.00,0.00,0.00
990.00,3976.00,0.00,0.00
991.00,3953.00,0.00,0.00
992.00,3868.80,163.20,0.00
993.00,2765.40,1173.60,0.00
994.00,1346.80,2815.20,0.00
995.00,983.20,3640.80,0.00
996.00,1032.20,3988.80,0.00
997.00,1226.00,4104.00,0.00
998.00,1202.60,4100.40,0.00
999.00,1117.40,3936.60,0.00
1000.00,1563.40,3447.60,0.00
1001.00,2537.80,2350.20,0.00
1002.00,4136.80,769.20,0.00
1003.00,5189.80,64.20,0.00
1004.00,5957.00,0.00,0.00
1005.00,6147.00,0.00,0.00
1006.00,6096.00,0.00,0.00
1007.00,5928.00,0.00,0.00
1008.00,5472.00,0.00,0.00
1009.00,4876.00,0.00,0.00
1010.00,4551.00,0.00,0.00
1011.00,4267.00,0.00,0.00
1012.00,4123.00,0.00,0.00
1013.00,4049.00,0.00,0.00
1014.00,4051.00,0.00,0.00
1015.00,4194.00,0.00,0.00
1016.00,4471.20,157.80,0.00
1017.00,4151.40,1116.60,0.00
1018.00,3508.60,2708.40,0.00
1019.00,3089.20,3553.80,0.00
1020.00,2869.40,3897.60,0.00
1021.00,2773.00,4017.00,0.00
1022.00,2256.80,4042.20,0.00
1023.00,2575.40,3873.60,0.00
1024.00,3170.00,3333.00,0.00
1025.00,4237.40,2178.60,0.00
1026.00,5705.40,684.60,0.00
1027.00,6255.60,62.40,0.00
1028.00,7022.00,0.00,0.00
1029.00,7027.00,0.00,0.00
1030.00,6804.00,0.00,0.00
1031.00,6507.00,0.00,0.00
1032.00,6148.00,0.00,0.00
1033.00,5457.00,0.00,0.00
1034.00,4921.00,0.00,0.00
1035.00,4621.00,0.00,0.00
1036.00,4450.00,0.00,0.00
1037.00,4394.00,0.00,0.00
1038.00,4379.00,0.00,0.00
1039.00,4423.00,0.00,0.00
1040.00,4655.40,159.60,0.00
1041.00,4415.20,1147.80,0.00
1042.00,3591.00,2874.00,0.00
1043.00,3103.20,3712.80,0.00
1044.00,2954.60,4019.40,0.00
1045.00,2918.80,4111.20,0.00
1046.00,2423.20,4111.80,0.00
1047.00,2766.60,3968.40,0.00
1048.00,3423.60,3515.40,0.00
1049.00,4439.40,2436.60,0.00
1050.00,6046.60,806.40,0.00
1051.00,6749.40,66.60,0.00
1052.00,7316.00,0.00,0.00
1053.00,7286.00,0.00,0.00
1054.00,6964.00,0.00,0.00
1055.00,6684.00,0.00,0.00
1056.00,6242.00,0.00,0.00
1057.00,5467.00,0.00,0.00
1058.00,5001.00,0.00,0.00
1059.00,4691.00,0.00,0.00
1060.00,4529.00,0.00,0.00
1061.00,4369.00,0.00,0.00
1062.00,4377.00,0.00,0.00
1063.00,4486.00,0.00,0.00
1064.00,4719.60,176.40,0.00
1065.00,4368.40,1182.60,0.00
1066.00,3575.00,2766.00,0.00
1067.00,3038.40,3567.60,0.00
1068.00,2786.40,3897.60,0.00
1069.00,2658.60,4010.40,0.00
1070.00,2219.00,3987.00,0.00
1071.00,2554.00,3816.00,0.00
1072.00,3097.60,3344.40,0.00
1073.00,4107.40,2280.60,0.00
1074.00,5522.00,759.00,0.00
1075.00,6086.20,70.80,0.00
1076.00,7003.00,0.00,0.00
1077.00,7024.00,0.00,0.00
1078.00,6700.00,0.00,0.00
1079.00,6439.00,0.00,0.00
1080.00,6091.00,0.00,0.00
1081.00,5433.00,0.00,0.00
1082.00,4939.00,0.00,0.00
1083.00,4647.00,0.00,0.00
1084.00,4432.00,0.00,0.00
1085.00,4379.00,0.00,0.00
1086.00,4338.00,0.00,0.00
1087.00,4447.00,0.00,0.00
1088.00,4757.80,151.20,0.00
1089.00,4490.20,1033.80,0.00
1090.00,3688.60,2660.40,0.00
1091.00,3040.60,3557.40,0.00
1092.00,2842.60,3905.40,0.00
1093.00,2881.20,4012.80,0.00
1094.00,2500.40,3999.60,0.00
1095.00,2903.60,3833.40,0.00
1096.00,3560.80,3322.20,0.00
1097.00,4595.40,2268.60,0.00
1098.00,6004.40,780.60,0.00
1099.00,6618.60,77.40,0.00
1100.00,7241.00,0.00,0.00
1101.00,7249.00,0.00,0.00
1102.00,6902.00,0.00,0.00
1103.00,6648.00,0.00,0.00
1104.00,6231.00,0.00,0.00
1105.00,5520.00,0.00,0.00
1106.00,5017.00,0.00,0.00
1107.00,4693.00,0.00,0.00
1108.00,4480.00,0.00,0.00
1109.00,4405.00,0.00,0.00
1110.00,4382.00,0.00,0.00
1111.00,4464.00,0.00,0.00
1112.00,4666.00,183.00,0.00
1113.00,4306.80,1210.20,0.00
1114.00,3440.20,2866.80,0.00
1115.00,2931.40,3693.60,0.00
1116.00,2773.00,3978.00,0.00
1117.00,2697.80,4087.20,0.00
1118.00,2233.60,4091.40,0.00
1119.00,2666.00,3918.00,0.00
1120.00,3290.40,3429.60,0.00
1121.00,4420.20,2338.80,0.00
1122.00,5950.20,790.80,0.00
1123.00,6520.40,81.60,0.00
1124.00,7152.00,0.00,0.00
1125.00,7148.00,0.00,0.00
1126.00,6878.00,0.00,0.00
1127.00,6594.00,0.00,0.00
1128.00,6260.00,0.00,0.00
1129.00,5552.00,0.00,0.00
1130.00,5054.00,0.00,0.00
1131.00,4680.00,0.00,0.00
1132.00,4440.00,0.00,0.00
1133.00,4331.00,0.00,0.00
1134.00,4215.00,0.00,0.00
1135.00,4252.40,0.60,0.00
1136.00,4175.20,187.80,0.00
1137.00,3135.00,1161.00,0.00
1138.00,2220.60,2663.40,0.00
1139.00,1954.40,3390.60,0.00
1140.00,1763.80,3697.20,0.00
1141.00,1840.80,3751.20,0.00
1142.00,1734.40,3777.60,0.00
1143.00,1718.80,3598.20,0.00
1144.00,2099.00,3168.00,0.00
1145.00,2913.20,2254.80,0.00
1146.00,4356.40,804.60,0.00
1147.00,5249.80,85.20,0.00
1148.00,6394.00,0.00,0.00
1149.00,6500.00,0.00,0.00
1150.00,6383.00,0.00,0.00
1151.00,6045.00,0.00,0.00
1152.00,5751.00,0.00,0.00
1153.00,5220.00,0.00,0.00
1154.00,4701.00,0.00,0.00
1155.00,4335.00,0.00,0.00
1156.00,4128.00,0.00,0.00
1157.00,4002.00,0.00,0.00
1158.00,3947.00,0.00,0.00
1159.00,3948.40,0.60,0.00
1160.00,3770.00,240.00,0.00
1161.00,2335.20,1384.80,0.00
1162.00,1133.40,2979.60,0.00
1163.00,830.40,3696.60,0.00
1164.00,864.60,3944.40,0.00
1165.00,945.80,4024.20,0.00
1166.00,851.00,4068.00,0.00
1167.00,692.60,3965.40,0.00
1168.00,931.40,3558.60,0.00
1169.00,1720.40,2580.60,0.00
1170.00,3384.40,921.60,0.00
1171.00,4573.00,90.00,0.00
1172.00,5735.00,0.00,0.00
1173.00,5932.00,0.00,0.00
1174.00,5927.00,0.00,0.00
1175.00,5808.00,0.00,0.00
1176.00,5457.00,0.00,0.00
1177.00,4923.00,0.00,0.00
1178.00,4516.00,0.00,0.00
1179.00,4181.00,0.00,0.00
1180.00,4069.00,0.00,0.00
1181.00,3963.00,0.00,0.00
1182.00,3986.00,0.00,0.00
1183.00,4016.40,0.60,0.00
1184.00,4095.20,244.80,0.00
1185.00,3364.80,1375.20,0.00
1186.00,2743.60,2891.40,0.00
1187.00,2477.80,3658.20,0.00
1188.00,2419.60,3947.40,0.00
1189.00,2485.20,3985.80,0.00
1190.00,2171.60,3929.40,0.00
1191.00,2540.40,3669.60,0.00
1192.00,3112.80,3184.20,0.00
1193.00,4005.80,2236.20,0.00
1194.00,5442.20,823.80,0.00
1195.00,6297.60,95.40,0.00
1196.00,6894.00,0.00,0.00
1197.00,6848.00,0.00,0.00
1198.00,6574.00,0.00,0.00
1199.00,6221.00,0.00,0.00
1200.00,5829.00,0.00,0.00
1201.00,5180.00,0.00,0.00
1202.00,4683.00,0.00,0.00
1203.00,4444.00,0.00,0.00
1204.00,4216.00,0.00,0.00
1205.00,4105.00,0.00,0.00
1206.00,4063.00,0.00,0.00
1207.00,4040.40,0.60,0.00
1208.00,3996.00,84.00,0.00
1209.00,3357.40,600.60,0.00
1210.00,2571.20,1675.80,0.00
1211.00,2256.40,2397.60,0.00
1212.00,2249.60,2762.40,0.00
1213.00,2288.60,2927.40,0.00
1214.00,2188.80,2962.20,0.00
1215.00,2130.80,2785.20,0.00
1216.00,2456.00,2403.00,0.00
1217.00,2941.80,1744.20,0.00
1218.00,3956.80,706.20,0.00
1219.00,4727.80,91.20,0.00
1220.00,5866.00,0.00,0.00
1221.00,6102.00,0.00,0.00
1222.00,6088.00,0.00,0.00
1223.00,5881.00,0.00,0.00
1224.00,5665.00,0.00,0.00
1225.00,5180.00,0.00,0.00
1226.00,4725.00,0.00,0.00
1227.00,4324.00,0.00,0.00
1228.00,4200.00,0.00,0.00
1229.00,4173.00,0.00,0.00
1230.00,4130.00,0.00,0.00
1231.00,4258.40,0.60,0.00
1232.00,4472.40,222.60,0.00
1233.00,3982.00,1260.00,0.00
1234.00,3486.80,2821.20,0.00
1235.00,3181.00,3561.00,0.00
1236.00,3029.20,3814.80,0.00
1237.00,2978.00,3903.00,0.00
1238.00,2555.60,3920.40,0.00
1239.00,2930.20,3769.80,0.00
1240.00,3427.80,3388.20,0.00
1241.00,4159.60,2528.40,0.00
1242.00,5731.40,957.60,0.00
1243.00,6490.40,102.60,0.00
1244.00,7321.00,0.00,0.00
1245.00,7365.00,0.00,0.00
1246.00,7114.00,0.00,0.00
1247.00,6887.00,0.00,0.00
1248.00,6510.00,0.00,0.00
1249.00,5670.00,0.00,0.00
1250.00,5084.00,0.00,0.00
1251.00,4746.00,0.00,0.00
1252.00,4597.00,0.00,0.00
1253.00,4397.00,0.00,0.00
1254.00,4382.00,0.00,0.00
1255.00,4488.80,1.20,0.00
1256.00,4597.40,267.60,0.00
1257.00,4129.60,1382.40,0.00
1258.00,3511.60,2861.40,0.00
1259.00,3067.60,3614.40,0.00
1260.00,2910.60,3893.40,0.00
1261.00,2913.80,3988.20,0.00
1262.00,2326.40,4032.60,0.00
1263.00,2713.80,3895.20,0.00
1264.00,3294.80,3505.20,0.00
1265.00,4118.40,2598.60,0.00
1266.00,5722.20,958.80,0.00
1267.00,6423.20,100.80,0.00
1268.00,7223.00,0.00,0.00
1269.00,7315.00,0.00,0.00
1270.00,6998.00,0.00,0.00
1271.00,6747.00,0.00,0.00
1272.00,6329.00,0.00,0.00
1273.00,5592.00,0.00,0.00
1274.00,5066.00,0.00,0.00
1275.00,4706.00,0.00,0.00
1276.00,4511.00,0.00,0.00
1277.00,4417.00,0.00,0.00
1278.00,4397.00,0.00,0.00
1279.00,4519.80,1.20,0.00
1280.00,4712.60,236.40,0.00
1281.00,4278.00,1305.00,0.00
1282.00,3601.60,2792.40,0.00
1283.00,3254.60,3566.40,0.00
1284.00,3058.40,3843.60,0.00
1285.00,3081.60,3890.40,0.00
1286.00,2543.80,3925.20,0.00
1287.00,2877.20,3754.80,0.00
1288.00,3402.80,3349.20,0.00
1289.00,4206.80,2440.20,0.00
1290.00,5635.40,927.60,0.00
1291.00,6293.60,104.40,0.00
1292.00,7032.00,0.00,0.00
1293.00,7036.00,0.00,0.00
1294.00,6804.00,0.00,0.00
1295.00,6503.00,0.00,0.00
1296.00,6224.00,0.00,0.00
1297.00,5553.00,0.00,0.00
1298.00,5040.00,0.00,0.00
1299.00,4688.00,0.00,0.00
1300.00,4450.00,0.00,0.00
1301.00,4331.00,0.00,0.00
1302.00,4237.00,0.00,0.00
1303.00,4234.20,1.80,0.00
1304.00,4132.40,261.60,0.00
1305.00,2945.60,1427.40,0.00
1306.00,1889.00,2982.00,0.00
1307.00,1626.80,3688.20,0.00
1308.00,1568.00,3948.00,0.00
1309.00,1593.20,3991.80,0.00
1310.00,1476.80,4009.20,0.00
1311.00,1402.80,3898.20,0.00
1312.00,1693.60,3497.40,0.00
1313.00,2464.20,2608.80,0.00
1314.00,4087.60,998.40,0.00
1315.00,5128.40,105.60,0.00
1316.00,6220.00,0.00,0.00
1317.00,6410.00,0.00,0.00
1318.00,6258.00,0.00,0.00
1319.00,5959.00,0.00,0.00
1320.00,5641.00,0.00,0.00
1321.00,5145.00,0.00,0.00
1322.00,4713.00,0.00,0.00
1323.00,4241.00,0.00,0.00
1324.00,4020.00,0.00,0.00
1325.00,3932.00,0.00,0.00
1326.00,3916.00,0.00,0.00
1327.00,3903.60,2.40,0.00
1328.00,3610.40,348.60,0.00
1329.00,2094.00,1617.00,0.00
1330.00,1046.40,3048.60,0.00
1331.00,752.00,3705.00,0.00
1332.00,869.80,3973.20,0.00
1333.00,995.40,4056.60,0.00
1334.00,859.00,4140.00,0.00
1335.00,718.00,4038.00,0.00
1336.00,950.60,3665.40,0.00
1337.00,1728.40,2781.60,0.00
1338.00,3376.40,1083.60,0.00
1339.00,4507.20,115.80,0.00
1340.00,5592.00,0.00,0.00
1341.00,5842.00,0.00,0.00
1342.00,5887.00,0.00,0.00
1343.00,5665.00,0.00,0.00
1344.00,5450.00,0.00,0.00
1345.00,4854.00,0.00,0.00
1346.00,4440.00,0.00,0.00
1347.00,4017.00,0.00,0.00
1348.00,3978.00,0.00,0.00
1349.00,3962.00,0.00,0.00
1350.00,3986.00,0.00,0.00
1351.00,4094.60,2.40,0.00
1352.00,4208.20,337.80,0.00
1353.00,3546.80,1600.20,0.00
1354.00,3050.40,3066.60,0.00
1355.00,2670.60,3737.40,0.00
1356.00,2550.00,3972.00,0.00
1357.00,2609.20,4030.80,0.00
1358.00,2032.00,4104.00,0.00
1359.00,2226.40,4017.60,0.00
1360.00,2764.60,3659.40,0.00
1361.00,3507.20,2785.80,0.00
1362.00,5134.20,1090.80,0.00
1363.00,5814.80,115.20,0.00
1364.00,6814.00,0.00,0.00
1365.00,6972.00,0.00,0.00
1366.00,6732.00,0.00,0.00
1367.00,6491.00,0.00,0.00
1368.00,6127.00,0.00,0.00
1369.00,5384.00,0.00,0.00
1370.00,4908.00,0.00,0.00
1371.00,4555.00,0.00,0.00
1372.00,4360.00,0.00,0.00
1373.00,4326.00,0.00,0.00
1374.00,4324.00,0.00,0.00
1375.00,4404.00,3.00,0.00
1376.00,4321.60,377.40,0.00
1377.00,3661.60,1673.40,0.00
1378.00,3108.60,3128.40,0.00
1379.00,2675.40,3801.60,0.00
1380.00,2566.20,4036.80,0.00
1381.00,2533.00,4101.00,0.00
1382.00,1957.20,4168.80,0.00
1383.00,2212.60,4067.40,0.00
1384.00,2720.00,3702.00,0.00
1385.00,3495.20,2842.80,0.00
1386.00,5192.40,1128.60,0.00
1387.00,6001.40,117.60,0.00
1388.00,6824.00,0.00,0.00
1389.00,6978.00,0.00,0.00
1390.00,6785.00,0.00,0.00
1391.00,6491.00,0.00,0.00
1392.00,6157.00,0.00,0.00
1393.00,5426.00,0.00,0.00
1394.00,4823.00,0.00,0.00
1395.00,4573.00,0.00,0.00
1396.00,4412.00,0.00,0.00
1397.00,4301.00,0.00,0.00
1398.00,4277.00,0.00,0.00
1399.00,4398.40,3.60,0.00
1400.00,4289.20,400.80,0.00
1401.00,3679.40,1713.60,0.00
1402.00,3151.20,3124.80,0.00
1403.00,2700.20,3790.80,0.00
1404.00,2613.40,4047.60,0.00
1405.00,2657.00,4095.00,0.00
1406.00,2033.80,4174.20,0.00
1407.00,2290.60,4073.40,0.00
1408.00,2838.20,3715.80,0.00
1409.00,3592.80,2878.20,0.00
1410.00,5221.00,1164.00,0.00
1411.00,6047.60,125.40,0.00
1412.00,6857.40,0.60,0.00
1413.00,7027.00,0.00,0.00
1414.00,6797.00,0.00,0.00
1415.00,6520.00,0.00,0.00
1416.00,6232.00,0.00,0.00
1417.00,5452.00,0.00,0.00
1418.00,4889.00,0.00,0.00
1419.00,4550.00,0.00,0.00
1420.00,4387.00,0.00,0.00
1421.00,4233.00,0.00,0.00
1422.00,4298.00,0.00,0.00
1423.00,4398.80,4.20,0.00
1424.00,4363.20,412.80,0.00
1425.00,3576.00,1812.00,0.00
1426.00,2973.20,3229.80,0.00
1427.00,2566.00,3882.00,0.00
1428.00,2399.20,4147.80,0.00
1429.00,2440.20,4186.80,0.00
1430.00,1879.40,4230.60,0.00
1431.00,2136.00,4119.00,0.00
1432.00,2575.00,3786.00,0.00
1433.00,3354.80,2926.20,0.00
1434.00,5077.40,1143.60,0.00
1435.00,5979.00,117.00,0.00
1436.00,6821.40,0.60,0.00
1437.00,6945.00,0.00,0.00
1438.00,6716.00,0.00,0.00
1439.00,6418.00,0.00,0.00
1440.00,6079.00,0.00,0.00
1441.00,5343.00,0.00,0.00
1442.00,4888.00,0.00,0.00
1443.00,4529.00,0.00,0.00
1444.00,4394.00,0.00,0.00
1445.00,4292.00,0.00,0.00
1446.00,4311.00,0.00,0.00
1447.00,4355.20,4.80,0.00
1448.00,4315.80,427.20,0.00
1449.00,3480.80,1846.20,0.00
1450.00,2987.20,3265.80,0.00
1451.00,2579.40,3921.60,0.00
1452.00,2461.60,4175.40,0.00
1453.00,2444.00,4188.00,0.00
1454.00,1910.80,4237.20,0.00
1455.00,2189.40,4131.60,0.00
1456.00,2646.40,3816.60,0.00
1457.00,3392.20,2971.80,0.00
1458.00,5046.80,1180.20,0.00
1459.00,5988.40,120.60,0.00
1460.00,6703.40,0.60,0.00
1461.00,6758.00,0.00,0.00
1462.00,6562.00,0.00,0.00
1463.00,6217.00,0.00,0.00
1464.00,5959.00,0.00,0.00
1465.00,5309.00,0.00,0.00
1466.00,4837.00,0.00,0.00
1467.00,4499.00,0.00,0.00
1468.00,4264.00,0.00,0.00
1469.00,4176.00,0.00,0.00
1470.00,4108.00,0.00,0.00
1471.00,4067.00,6.00,0.00
1472.00,3690.40,471.60,0.00
1473.00,2215.40,1974.60,0.00
1474.00,1411.00,3363.00,0.00
1475.00,1204.00,3972.00,0.00
1476.00,1099.40,4191.60,0.00
1477.00,1270.60,4166.40,0.00
1478.00,1099.00,4224.00,0.00
1479.00,1045.60,4136.40,0.00
1480.00,1311.20,3823.80,0.00
1481.00,1975.80,2989.20,0.00
1482.00,3726.80,1189.20,0.00
1483.00,4885.40,120.60,0.00
1484.00,5783.40,0.60,0.00
1485.00,6064.00,0.00,0.00
1486.00,5924.00,0.00,0.00
1487.00,5641.00,0.00,0.00
1488.00,5429.00,0.00,0.00
1489.00,4994.00,0.00,0.00
1490.00,4500.00,0.00,0.00
1491.00,4098.00,0.00,0.00
1492.00,3936.00,0.00,0.00
1493.00,3826.00,0.00,0.00
1494.00,3804.00,0.00,0.00
1495.00,3792.40,6.60,0.00
1496.00,3286.40,489.60,0.00
1497.00,1680.80,1996.20,0.00
1498.00,658.00,3378.00,0.00
1499.00,482.60,3977.40,0.00
1500.00,609.20,4195.80,0.00
1501.00,839.20,4186.80,0.00
1502.00,835.60,4244.40,0.00
1503.00,694.80,4135.20,0.00
1504.00,915.00,3825.00,0.00
1505.00,1517.40,3006.60,0.00
1506.00,3226.60,1217.40,0.00
1507.00,4487.60,128.40,0.00
1508.00,5571.40,0.60,0.00
1509.00,5867.00,0.00,0.00
1510.00,5857.00,0.00,0.00
1511.00,5719.00,0.00,0.00
1512.00,5361.00,0.00,0.00
1513.00,4752.00,0.00,0.00
1514.00,4412.00,0.00,0.00
1515.00,4091.00,0.00,0.00
1516.00,3966.00,0.00,0.00
1517.00,3862.00,0.00,0.00
1518.00,3920.00,0.00,0.00
1519.00,4071.40,6.60,0.00
1520.00,3953.40,459.60,0.00
1521.00,3121.00,1920.00,0.00
1522.00,2741.20,3313.80,0.00
1523.00,2335.00,3933.00,0.00
1524.00,2351.20,4168.80,0.00
1525.00,2412.60,4157.40,0.00
1526.00,1822.60,4229.40,0.00
1527.00,2156.00,4107.00,0.00
1528.00,2624.00,3798.00,0.00
1529.00,3391.60,2957.40,0.00
1530.00,5145.20,1195.80,0.00
1531.00,6063.80,133.20,0.00
1532.00,6871.40,0.60,0.00
1533.00,6992.00,0.00,0.00
1534.00,6704.00,0.00,0.00
1535.00,6465.00,0.00,0.00
1536.00,6055.00,0.00,0.00
1537.00,5345.00,0.00,0.00
1538.00,4841.00,0.00,0.00
1539.00,4562.00,0.00,0.00
1540.00,4331.00,0.00,0.00
1541.00,4297.00,0.00,0.00
1542.00,4243.00,0.00,0.00
1543.00,4347.60,8.40,0.00
1544.00,4211.40,420.60,0.00
1545.00,3613.00,1704.00,0.00
1546.00,3187.80,3046.20,0.00
1547.00,2786.00,3771.00,0.00
1548.00,2708.20,4078.80,0.00
1549.00,2752.40,4113.60,0.00
1550.00,2251.20,4156.80,0.00
1551.00,2593.60,4043.40,0.00
1552.00,3051.40,3720.60,0.00
1553.00,3936.60,2825.40,0.00
1554.00,5595.80,1120.20,0.00
1555.00,6431.00,132.00,0.00
1556.00,7075.40,0.60,0.00
1557.00,7128.00,0.00,0.00
1558.00,6833.00,0.00,0.00
1559.00,6598.00,0.00,0.00
1560.00,6127.00,0.00,0.00
1561.00,5327.00,0.00,0.00
1562.00,4823.00,0.00,0.00
1563.00,4494.00,0.00,0.00
1564.00,4337.00,0.00,0.00
1565.00,4292.00,0.00,0.00
1566.00,4272.00,0.00,0.00
1567.00,4339.20,7.80,0.00
1568.00,4234.60,428.40,0.00
1569.00,3429.20,1870.80,0.00
1570.00,2930.80,3226.20,0.00
1571.00,2553.40,3834.60,0.00
