", South, South, South "
"Timestep, Gas, PV, PHS "
6677.00,3525.00,0.00,0.00
6678.00,3586.00,0.00,0.00
6679.00,3728.00,69.00,0.00
6680.00,2955.60,713.40,0.00
6681.00,2017.20,2122.80,0.00
6682.00,1349.20,3199.80,0.00
6683.00,991.60,3707.40,0.00
6684.00,969.00,3852.00,0.00
6685.00,751.00,4020.00,0.00
6686.00,695.80,3964.20,0.00
6687.00,973.00,3720.00,0.00
6688.00,1472.80,3133.20,0.00
6689.00,2679.40,1854.60,0.00
6690.00,4030.20,463.80,0.00
6691.00,4705.20,25.80,0.00
6692.00,5530.00,0.00,0.00
6693.00,5390.00,0.00,0.00
6694.00,5086.00,0.00,0.00
6695.00,4750.00,0.00,0.00
6696.00,4392.00,0.00,0.00
6697.00,4002.00,0.00,0.00
6698.00,3707.00,0.00,0.00
6699.00,3582.00,0.00,0.00
6700.00,3487.00,0.00,0.00
6701.00,3513.00,0.00,0.00
6702.00,3475.00,0.00,0.00
6703.00,3547.40,57.60,0.00
6704.00,2786.80,640.20,0.00
6705.00,1689.00,2004.00,0.00
6706.00,996.40,3078.60,0.00
6707.00,678.20,3661.80,0.00
6708.00,710.80,3826.20,0.00
6709.00,439.60,3992.40,0.00
6710.00,0.00,3930.60,326.40
6711.00,559.00,3675.00,0.00
6712.00,1075.40,3063.60,0.00
6713.00,2294.40,1764.60,0.00
6714.00,3601.80,442.20,0.00
6715.00,4339.20,25.80,0.00
6716.00,5213.00,0.00,0.00
6717.00,5096.00,0.00,0.00
6718.00,4943.00,0.00,0.00
6719.00,4667.00,0.00,0.00
6720.00,4263.00,0.00,0.00
6721.00,3965.00,0.00,0.00
6722.00,3729.00,0.00,0.00
6723.00,3599.00,0.00,0.00
6724.00,3573.00,0.00,0.00
6725.00,3578.00,0.00,0.00
6726.00,3735.00,0.00,0.00
6727.00,4154.60,65.40,0.00
6728.00,4058.20,682.80,0.00
6729.00,3551.60,1994.40,0.00
6730.00,2864.40,3021.60,0.00
6731.00,2441.00,3546.00,0.00
6732.00,2509.80,3649.20,0.00
6733.00,1965.00,3798.00,0.00
6734.00,2181.40,3696.60,0.00
6735.00,2641.60,3395.40,0.00
6736.00,3292.60,2738.40,0.00
6737.00,4499.40,1443.60,0.00
6738.00,5442.80,313.20,0.00
6739.00,5724.60,17.40,0.00
6740.00,6398.00,0.00,0.00
6741.00,6185.00,0.00,0.00
6742.00,5826.00,0.00,0.00
6743.00,5397.00,0.00,0.00
6744.00,4771.00,0.00,0.00
6745.00,4407.00,0.00,0.00
6746.00,4176.00,0.00,0.00
6747.00,4056.00,0.00,0.00
6748.00,3952.00,0.00,0.00
6749.00,3988.00,0.00,0.00
6750.00,4088.00,0.00,0.00
6751.00,4371.60,41.40,0.00
6752.00,4526.80,427.20,0.00
6753.00,4417.00,1347.00,0.00
6754.00,3713.00,2328.00,0.00
6755.00,3133.80,2989.20,0.00
6756.00,3031.00,3183.00,0.00
6757.00,2541.00,3303.00,0.00
6758.00,2953.00,3102.00,0.00
6759.00,3408.20,2764.80,0.00
6760.00,4015.60,2117.40,0.00
6761.00,4940.20,1111.80,0.00
6762.00,5602.20,265.80,0.00
6763.00,5908.20,16.80,0.00
6764.00,6597.00,0.00,0.00
6765.00,6265.00,0.00,0.00
6766.00,5907.00,0.00,0.00
6767.00,5489.00,0.00,0.00
6768.00,4825.00,0.00,0.00
6769.00,4509.00,0.00,0.00
6770.00,4247.00,0.00,0.00
6771.00,4128.00,0.00,0.00
6772.00,4015.00,0.00,0.00
6773.00,4007.00,0.00,0.00
6774.00,4134.00,0.00,0.00
6775.00,4472.20,49.80,0.00
6776.00,4448.00,546.00,0.00
6777.00,4045.60,1739.40,0.00
6778.00,3275.00,2829.00,0.00
6779.00,2767.40,3468.60,0.00
6780.00,2590.40,3675.60,0.00
6781.00,1979.80,3823.20,0.00
6782.00,2321.60,3713.40,0.00
6783.00,2895.60,3359.40,0.00
6784.00,3526.40,2679.60,0.00
6785.00,4676.80,1435.20,0.00
6786.00,5586.60,320.40,0.00
6787.00,5909.40,15.60,0.00
6788.00,6579.00,0.00,0.00
6789.00,6260.00,0.00,0.00
6790.00,5962.00,0.00,0.00
6791.00,5520.00,0.00,0.00
6792.00,4901.00,0.00,0.00
6793.00,4496.00,0.00,0.00
6794.00,4262.00,0.00,0.00
6795.00,4101.00,0.00,0.00
6796.00,4022.00,0.00,0.00
6797.00,4034.00,0.00,0.00
6798.00,4147.00,0.00,0.00
6799.00,4481.40,48.60,0.00
6800.00,4440.00,561.00,0.00
6801.00,4006.40,1770.60,0.00
6802.00,3275.80,2767.20,0.00
6803.00,2761.00,3354.00,0.00
6804.00,2729.60,3497.40,0.00
6805.00,2283.80,3559.20,0.00
6806.00,2643.20,3385.80,0.00
6807.00,3119.20,3013.80,0.00
6808.00,3825.00,2295.00,0.00
6809.00,4871.80,1165.20,0.00
6810.00,5622.60,260.40,0.00
6811.00,5884.60,14.40,0.00
6812.00,6568.00,0.00,0.00
6813.00,6288.00,0.00,0.00
6814.00,5962.00,0.00,0.00
6815.00,5431.00,0.00,0.00
6816.00,4761.00,0.00,0.00
6817.00,4392.00,0.00,0.00
6818.00,4176.00,0.00,0.00
6819.00,4028.00,0.00,0.00
6820.00,3988.00,0.00,0.00
6821.00,3958.00,0.00,0.00
6822.00,4073.00,0.00,0.00
6823.00,4405.40,45.60,0.00
6824.00,4335.00,558.00,0.00
6825.00,3876.20,1894.80,0.00
6826.00,2996.40,3045.60,0.00
6827.00,2573.80,3577.20,0.00
6828.00,2476.60,3740.40,0.00
6829.00,2034.40,3822.60,0.00
6830.00,2462.40,3618.60,0.00
6831.00,2951.00,3222.00,0.00
6832.00,3543.60,2540.40,0.00
6833.00,4657.60,1346.40,0.00
6834.00,5498.60,299.40,0.00
6835.00,5849.00,15.00,0.00
6836.00,6423.00,0.00,0.00
6837.00,6157.00,0.00,0.00
6838.00,5841.00,0.00,0.00
6839.00,5346.00,0.00,0.00
6840.00,4800.00,0.00,0.00
6841.00,4480.00,0.00,0.00
6842.00,4150.00,0.00,0.00
6843.00,3958.00,0.00,0.00
6844.00,3935.00,0.00,0.00
6845.00,3948.00,0.00,0.00
6846.00,3931.00,0.00,0.00
6847.00,4051.80,37.20,0.00
6848.00,3598.40,447.60,0.00
6849.00,2949.60,1550.40,0.00
6850.00,2262.60,2657.40,0.00
6851.00,1744.20,3286.80,0.00
6852.00,1657.80,3505.20,0.00
6853.00,1437.20,3637.80,0.00
6854.00,1420.60,3533.40,0.00
6855.00,1688.40,3225.60,0.00
6856.00,2404.60,2471.40,0.00
6857.00,3464.40,1329.60,0.00
6858.00,4438.60,308.40,0.00
6859.00,4949.60,14.40,0.00
6860.00,5717.00,0.00,0.00
6861.00,5563.00,0.00,0.00
6862.00,5244.00,0.00,0.00
6863.00,4906.00,0.00,0.00
6864.00,4488.00,0.00,0.00
6865.00,4112.00,0.00,0.00
6866.00,3830.00,0.00,0.00
6867.00,3706.00,0.00,0.00
6868.00,3627.00,0.00,0.00
6869.00,3570.00,0.00,0.00
6870.00,3495.00,0.00,0.00
6871.00,3633.00,39.00,0.00
6872.00,2997.00,516.00,0.00
6873.00,2105.00,1749.00,0.00
6874.00,1357.20,2881.80,0.00
6875.00,899.40,3546.60,0.00
6876.00,868.80,3772.20,0.00
6877.00,727.40,3918.60,0.00
6878.00,600.40,3831.60,0.00
6879.00,781.20,3553.80,0.00
6880.00,1390.40,2853.60,0.00
6881.00,2660.00,1512.00,0.00
6882.00,3897.80,322.20,0.00
6883.00,4474.00,12.00,0.00
6884.00,5376.00,0.00,0.00
6885.00,5215.00,0.00,0.00
6886.00,5019.00,0.00,0.00
6887.00,4641.00,0.00,0.00
6888.00,4241.00,0.00,0.00
6889.00,4030.00,0.00,0.00
6890.00,3764.00,0.00,0.00
6891.00,3708.00,0.00,0.00
6892.00,3690.00,0.00,0.00
6893.00,3679.00,0.00,0.00
6894.00,3764.00,0.00,0.00
6895.00,4203.00,36.00,0.00
6896.00,4332.80,496.20,0.00
6897.00,4049.40,1683.60,0.00
6898.00,3215.60,2768.40,0.00
6899.00,2720.00,3372.00,0.00
6900.00,2637.40,3555.60,0.00
6901.00,2104.60,3689.40,0.00
6902.00,2330.40,3591.60,0.00
6903.00,2804.80,3271.20,0.00
6904.00,3461.40,2565.60,0.00
6905.00,4661.00,1296.00,0.00
6906.00,5534.80,271.20,0.00
6907.00,5822.80,10.20,0.00
6908.00,6456.00,0.00,0.00
6909.00,6207.00,0.00,0.00
6910.00,5862.00,0.00,0.00
6911.00,5403.00,0.00,0.00
6912.00,4751.00,0.00,0.00
6913.00,4409.00,0.00,0.00
6914.00,4122.00,0.00,0.00
6915.00,4050.00,0.00,0.00
6916.00,3994.00,0.00,0.00
6917.00,3994.00,0.00,0.00
6918.00,4088.00,0.00,0.00
6919.00,4342.40,39.60,0.00
6920.00,4455.60,515.40,0.00
6921.00,4089.00,1719.00,0.00
6922.00,3289.20,2806.80,0.00
6923.00,2671.00,3429.00,0.00
6924.00,2526.00,3666.00,0.00
6925.00,2050.00,3753.00,0.00
6926.00,2428.80,3598.20,0.00
6927.00,2834.80,3277.20,0.00
6928.00,3592.40,2472.60,0.00
6929.00,4826.40,1140.60,0.00
6930.00,5574.40,225.60,0.00
6931.00,5942.00,9.00,0.00
6932.00,6477.00,0.00,0.00
6933.00,6248.00,0.00,0.00
6934.00,5877.00,0.00,0.00
6935.00,5356.00,0.00,0.00
6936.00,4779.00,0.00,0.00
6937.00,4423.00,0.00,0.00
6938.00,4182.00,0.00,0.00
6939.00,4088.00,0.00,0.00
6940.00,4020.00,0.00,0.00
6941.00,3999.00,0.00,0.00
6942.00,4083.00,0.00,0.00
6943.00,4410.60,32.40,0.00
6944.00,4542.60,464.40,0.00
6945.00,4212.60,1592.40,0.00
6946.00,3384.40,2703.60,0.00
6947.00,2790.80,3370.20,0.00
6948.00,2573.00,3642.00,0.00
6949.00,2056.80,3727.20,0.00
6950.00,2506.80,3532.20,0.00
6951.00,2992.80,3154.20,0.00
6952.00,3636.60,2471.40,0.00
6953.00,4723.40,1281.60,0.00
6954.00,5607.80,283.20,0.00
6955.00,5991.60,11.40,0.00
6956.00,6588.00,0.00,0.00
6957.00,6240.00,0.00,0.00
6958.00,5888.00,0.00,0.00
6959.00,5433.00,0.00,0.00
6960.00,4794.00,0.00,0.00
6961.00,4439.00,0.00,0.00
6962.00,4166.00,0.00,0.00
6963.00,4093.00,0.00,0.00
6964.00,3982.00,0.00,0.00
6965.00,3887.00,0.00,0.00
6966.00,4118.00,0.00,0.00
6967.00,4470.80,25.20,0.00
6968.00,4616.00,429.00,0.00
6969.00,4233.20,1621.80,0.00
6970.00,3325.00,2745.00,0.00
6971.00,2798.40,3360.60,0.00
6972.00,2677.80,3580.20,0.00
6973.00,2118.80,3673.20,0.00
6974.00,2466.40,3570.60,0.00
6975.00,2917.80,3202.20,0.00
6976.00,3627.80,2449.20,0.00
6977.00,4711.60,1286.40,0.00
6978.00,5564.00,270.00,0.00
6979.00,5937.80,10.20,0.00
6980.00,6559.00,0.00,0.00
6981.00,6258.00,0.00,0.00
6982.00,5910.00,0.00,0.00
6983.00,5413.00,0.00,0.00
6984.00,4807.00,0.00,0.00
6985.00,4392.00,0.00,0.00
6986.00,4171.00,0.00,0.00
6987.00,4046.00,0.00,0.00
6988.00,4011.00,0.00,0.00
6989.00,3992.00,0.00,0.00
6990.00,4060.00,0.00,0.00
6991.00,4384.80,31.20,0.00
6992.00,4427.40,522.60,0.00
6993.00,4050.60,1778.40,0.00
6994.00,3220.80,2863.20,0.00
6995.00,2763.00,3429.00,0.00
6996.00,2668.80,3595.20,0.00
6997.00,2116.80,3691.20,0.00
6998.00,2363.00,3651.00,0.00
6999.00,2718.80,3376.20,0.00
7000.00,3252.40,2790.60,0.00
7001.00,4518.00,1407.00,0.00
7002.00,5459.00,273.00,0.00
7003.00,5944.40,9.60,0.00
7004.00,6525.00,0.00,0.00
7005.00,6197.00,0.00,0.00
7006.00,5785.00,0.00,0.00
7007.00,5359.00,0.00,0.00
7008.00,4876.00,0.00,0.00
7009.00,4452.00,0.00,0.00
7010.00,4166.00,0.00,0.00
7011.00,3996.00,0.00,0.00
7012.00,3935.00,0.00,0.00
7013.00,3910.00,0.00,0.00
7014.00,3885.00,0.00,0.00
7015.00,4035.20,28.80,0.00
7016.00,3545.00,519.00,0.00
7017.00,2700.20,1819.80,0.00
7018.00,1943.00,2997.00,0.00
7019.00,1463.00,3609.00,0.00
7020.00,1295.20,3814.80,0.00
7021.00,1190.80,3871.20,0.00
7022.00,1157.00,3762.00,0.00
7023.00,1462.20,3457.80,0.00
7024.00,2003.80,2785.20,0.00
7025.00,3302.20,1417.80,0.00
7026.00,4418.00,279.00,0.00
7027.00,5075.80,10.20,0.00
7028.00,5735.00,0.00,0.00
7029.00,5524.00,0.00,0.00
7030.00,5177.00,0.00,0.00
7031.00,4861.00,0.00,0.00
7032.00,4416.00,0.00,0.00
7033.00,4030.00,0.00,0.00
7034.00,3797.00,0.00,0.00
7035.00,3668.00,0.00,0.00
7036.00,3570.00,0.00,0.00
7037.00,3547.00,0.00,0.00
7038.00,3547.00,0.00,0.00
7039.00,3570.80,31.20,0.00
7040.00,2935.60,557.40,0.00
7041.00,1770.20,1930.80,0.00
7042.00,1074.00,3102.00,0.00
7043.00,721.80,3667.20,0.00
7044.00,673.60,3887.40,0.00
7045.00,578.80,3994.20,0.00
7046.00,421.40,3918.60,0.00
7047.00,657.40,3606.60,0.00
7048.00,1233.40,2919.60,0.00
7049.00,2585.00,1461.00,0.00
7050.00,3869.00,270.00,0.00
7051.00,4585.60,8.40,0.00
7052.00,5258.00,0.00,0.00
7053.00,5210.00,0.00,0.00
7054.00,4943.00,0.00,0.00
7055.00,4642.00,0.00,0.00
7056.00,4205.00,0.00,0.00
7057.00,3894.00,0.00,0.00
7058.00,3679.00,0.00,0.00
7059.00,3630.00,0.00,0.00
7060.00,3594.00,0.00,0.00
7061.00,3610.00,0.00,0.00
7062.00,3745.00,0.00,0.00
7063.00,4192.40,30.60,0.00
7064.00,4328.60,548.40,0.00
7065.00,3721.40,1914.60,0.00
7066.00,2913.60,3080.40,0.00
7067.00,2413.00,3657.00,0.00
7068.00,2294.60,3884.40,0.00
7069.00,1703.40,3996.60,0.00
7070.00,1982.20,3928.80,0.00
7071.00,2325.00,3654.00,0.00
7072.00,2977.80,2950.20,0.00
7073.00,4388.40,1464.60,0.00
7074.00,5440.40,267.60,0.00
7075.00,5976.80,7.20,0.00
7076.00,6445.00,0.00,0.00
7077.00,6164.00,0.00,0.00
7078.00,5877.00,0.00,0.00
7079.00,5288.00,0.00,0.00
7080.00,4791.00,0.00,0.00
7081.00,4375.00,0.00,0.00
7082.00,4133.00,0.00,0.00
7083.00,3988.00,0.00,0.00
7084.00,3938.00,0.00,0.00
7085.00,3953.00,0.00,0.00
7086.00,4069.00,0.00,0.00
7087.00,4450.40,27.60,0.00
7088.00,4566.60,521.40,0.00
7089.00,3976.80,1867.20,0.00
7090.00,3036.00,3072.00,0.00
7091.00,2525.60,3647.40,0.00
7092.00,2363.60,3884.40,0.00
7093.00,1723.00,3990.00,0.00
7094.00,1992.00,3918.00,0.00
7095.00,2381.40,3624.60,0.00
7096.00,3115.80,2884.20,0.00
7097.00,4531.60,1412.40,0.00
7098.00,5625.00,258.00,0.00
7099.00,6358.80,7.20,0.00
7100.00,6582.00,0.00,0.00
7101.00,6211.00,0.00,0.00
7102.00,5916.00,0.00,0.00
7103.00,5403.00,0.00,0.00
7104.00,4786.00,0.00,0.00
7105.00,4438.00,0.00,0.00
7106.00,4213.00,0.00,0.00
7107.00,4043.00,0.00,0.00
7108.00,3992.00,0.00,0.00
7109.00,3983.00,0.00,0.00
7110.00,4089.00,0.00,0.00
7111.00,4458.00,24.00,0.00
7112.00,4728.00,492.00,0.00
7113.00,4119.40,1800.60,0.00
7114.00,3151.40,2973.60,0.00
7115.00,2726.40,3570.60,0.00
7116.00,2557.40,3783.60,0.00
7117.00,2008.80,3859.20,0.00
7118.00,2368.60,3677.40,0.00
7119.00,2798.20,3292.80,0.00
7120.00,3503.20,2551.80,0.00
7121.00,4742.20,1237.80,0.00
7122.00,5609.00,246.00,0.00
7123.00,6186.40,6.60,0.00
7124.00,6538.00,0.00,0.00
7125.00,6245.00,0.00,0.00
7126.00,5935.00,0.00,0.00
7127.00,5380.00,0.00,0.00
7128.00,4819.00,0.00,0.00
7129.00,4423.00,0.00,0.00
7130.00,4186.00,0.00,0.00
7131.00,4078.00,0.00,0.00
7132.00,3999.00,0.00,0.00
7133.00,4017.00,0.00,0.00
7134.00,4084.00,0.00,0.00
7135.00,4479.40,15.60,0.00
7136.00,4763.40,348.60,0.00
7137.00,4445.00,1353.00,0.00
7138.00,3644.40,2436.60,0.00
7139.00,3081.40,3093.60,0.00
7140.00,2811.80,3433.20,0.00
7141.00,2286.20,3454.80,0.00
7142.00,2518.60,3380.40,0.00
7143.00,2965.80,3052.20,0.00
7144.00,3553.20,2413.80,0.00
7145.00,4595.20,1297.80,0.00
7146.00,5535.00,240.00,0.00
7147.00,6146.00,6.00,0.00
7148.00,6539.00,0.00,0.00
7149.00,6280.00,0.00,0.00
7150.00,5920.00,0.00,0.00
7151.00,5314.00,0.00,0.00
7152.00,4779.00,0.00,0.00
7153.00,4413.00,0.00,0.00
7154.00,4123.00,0.00,0.00
7155.00,4041.00,0.00,0.00
7156.00,3943.00,0.00,0.00
7157.00,4002.00,0.00,0.00
7158.00,4113.00,0.00,0.00
7159.00,4497.40,21.60,0.00
7160.00,4675.80,457.20,0.00
7161.00,4253.20,1570.80,0.00
7162.00,3374.80,2725.20,0.00
7163.00,2873.20,3337.80,0.00
7164.00,2651.00,3585.00,0.00
7165.00,2147.20,3595.80,0.00
7166.00,2438.20,3439.80,0.00
7167.00,2895.40,3129.60,0.00
7168.00,3476.60,2474.40,0.00
7169.00,4670.20,1168.80,0.00
7170.00,5468.40,219.60,0.00
7171.00,6108.00,6.00,0.00
7172.00,6461.00,0.00,0.00
7173.00,6201.00,0.00,0.00
7174.00,5794.00,0.00,0.00
7175.00,5366.00,0.00,0.00
7176.00,4786.00,0.00,0.00
7177.00,4437.00,0.00,0.00
7178.00,4182.00,0.00,0.00
7179.00,3989.00,0.00,0.00
7180.00,3892.00,0.00,0.00
7181.00,3836.00,0.00,0.00
7182.00,3870.00,0.00,0.00
7183.00,4006.40,15.60,0.00
7184.00,3650.40,387.60,0.00
7185.00,3019.40,1512.60,0.00
7186.00,2234.40,2718.60,0.00
7187.00,1744.40,3348.60,0.00
7188.00,1614.60,3518.40,0.00
7189.00,1504.60,3557.40,0.00
7190.00,1449.00,3441.00,0.00
7191.00,1792.00,3099.00,0.00
7192.00,2329.20,2401.80,0.00
7193.00,3537.60,1139.40,0.00
7194.00,4524.60,209.40,0.00
7195.00,5326.60,5.40,0.00
7196.00,5766.00,0.00,0.00
7197.00,5573.00,0.00,0.00
7198.00,5320.00,0.00,0.00
7199.00,4935.00,0.00,0.00
7200.00,4545.00,0.00,0.00
7201.00,4150.00,0.00,0.00
7202.00,3856.00,0.00,0.00
7203.00,3691.00,0.00,0.00
7204.00,3533.00,0.00,0.00
7205.00,3532.00,0.00,0.00
7206.00,3533.00,0.00,0.00
7207.00,3480.40,12.60,0.00
7208.00,3052.00,357.00,0.00
7209.00,2181.60,1433.40,0.00
7210.00,1365.00,2655.00,0.00
7211.00,1003.60,3326.40,0.00
7212.00,922.80,3547.20,0.00
7213.00,1069.40,3597.60,0.00
7214.00,1106.20,3451.80,0.00
7215.00,1189.60,3122.40,0.00
7216.00,1818.20,2410.80,0.00
7217.00,2966.40,1155.60,0.00
7218.00,3976.00,204.00,0.00
7219.00,4848.20,4.80,0.00
7220.00,5306.00,0.00,0.00
7221.00,5276.00,0.00,0.00
7222.00,5148.00,0.00,0.00
7223.00,4928.00,0.00,0.00
7224.00,4597.00,0.00,0.00
7225.00,4113.00,0.00,0.00
7226.00,3846.00,0.00,0.00
7227.00,3698.00,0.00,0.00
7228.00,3615.00,0.00,0.00
7229.00,3581.00,0.00,0.00
7230.00,3594.00,0.00,0.00
7231.00,3755.20,13.80,0.00
7232.00,3720.80,382.20,0.00
7233.00,3259.00,1527.00,0.00
7234.00,2820.20,2797.80,0.00
7235.00,2489.60,3437.40,0.00
7236.00,2382.80,3721.20,0.00
7237.00,2417.00,3789.00,0.00
7238.00,2099.60,3671.40,0.00
7239.00,2653.40,3330.60,0.00
7240.00,3584.40,2541.60,0.00
7241.00,4912.60,1175.40,0.00
7242.00,5872.80,199.20,0.00
7243.00,6323.20,4.80,0.00
7244.00,6602.00,0.00,0.00
7245.00,6366.00,0.00,0.00
7246.00,6055.00,0.00,0.00
7247.00,5724.00,0.00,0.00
7248.00,5354.00,0.00,0.00
7249.00,4742.00,0.00,0.00
7250.00,4418.00,0.00,0.00
7251.00,4176.00,0.00,0.00
7252.00,4073.00,0.00,0.00
7253.00,3979.00,0.00,0.00
7254.00,4038.00,0.00,0.00
7255.00,4115.80,16.20,0.00
7256.00,3894.80,454.20,0.00
7257.00,3277.80,1705.20,0.00
7258.00,2856.60,2918.40,0.00
7259.00,2490.20,3583.80,0.00
7260.00,2322.40,3879.60,0.00
7261.00,2284.80,3988.20,0.00
7262.00,1917.40,3900.60,0.00
7263.00,2412.00,3591.00,0.00
7264.00,3300.80,2818.20,0.00
7265.00,4812.20,1294.80,0.00
7266.00,5893.60,206.40,0.00
7267.00,6352.20,4.80,0.00
7268.00,6631.00,0.00,0.00
7269.00,6431.00,0.00,0.00
7270.00,6136.00,0.00,0.00
7271.00,5813.00,0.00,0.00
7272.00,5408.00,0.00,0.00
7273.00,4740.00,0.00,0.00
7274.00,4439.00,0.00,0.00
7275.00,4205.00,0.00,0.00
7276.00,4056.00,0.00,0.00
7277.00,3982.00,0.00,0.00
7278.00,3971.00,0.00,0.00
7279.00,4120.80,13.20,0.00
7280.00,3916.80,403.20,0.00
7281.00,3364.20,1618.80,0.00
7282.00,2941.60,2876.40,0.00
7283.00,2483.20,3538.80,0.00
7284.00,2380.60,3794.40,0.00
7285.00,2390.40,3885.60,0.00
7286.00,1993.60,3791.40,0.00
7287.00,2509.80,3496.20,0.00
7288.00,3371.00,2727.00,0.00
7289.00,4783.60,1253.40,0.00
7290.00,5825.40,201.60,0.00
7291.00,6283.80,4.20,0.00
7292.00,6497.00,0.00,0.00
7293.00,6345.00,0.00,0.00
7294.00,5988.00,0.00,0.00
7295.00,5714.00,0.00,0.00
7296.00,5364.00,0.00,0.00
7297.00,4737.00,0.00,0.00
7298.00,4413.00,0.00,0.00
7299.00,4123.00,0.00,0.00
7300.00,3932.00,0.00,0.00
7301.00,3894.00,0.00,0.00
7302.00,3872.00,0.00,0.00
7303.00,3815.20,13.80,0.00
7304.00,3263.00,450.00,0.00
7305.00,1998.20,1666.80,0.00
7306.00,1120.40,2895.60,0.00
7307.00,867.60,3488.40,0.00
7308.00,815.00,3744.00,0.00
7309.00,789.40,3861.60,0.00
7310.00,765.80,3826.20,0.00
7311.00,950.40,3519.60,0.00
7312.00,1589.20,2734.80,0.00
7313.00,2973.60,1244.40,0.00
7314.00,3999.20,202.80,0.00
7315.00,4943.80,4.20,0.00
7316.00,5380.00,0.00,0.00
7317.00,5434.00,0.00,0.00
7318.00,5327.00,0.00,0.00
7319.00,5073.00,0.00,0.00
7320.00,4745.00,0.00,0.00
7321.00,4336.00,0.00,0.00
7322.00,3932.00,0.00,0.00
7323.00,3726.00,0.00,0.00
7324.00,3664.00,0.00,0.00
7325.00,3638.00,0.00,0.00
7326.00,3630.00,0.00,0.00
7327.00,3699.40,12.60,0.00
7328.00,3478.60,437.40,0.00
7329.00,2825.00,1650.00,0.00
7330.00,2314.00,2916.00,0.00
7331.00,2038.60,3488.40,0.00
7332.00,1943.80,3718.20,0.00
7333.00,1867.20,3823.80,0.00
7334.00,1695.20,3754.80,0.00
7335.00,2094.80,3421.20,0.00
7336.00,2998.40,2592.60,0.00
7337.00,4382.00,1119.00,0.00
7338.00,5290.80,172.20,0.00
7339.00,5968.40,3.60,0.00
7340.00,6325.00,0.00,0.00
7341.00,6148.00,0.00,0.00
7342.00,5840.00,0.00,0.00
7343.00,5550.00,0.00,0.00
7344.00,5156.00,0.00,0.00
7345.00,4664.00,0.00,0.00
7346.00,4273.00,0.00,0.00
7347.00,4020.00,0.00,0.00
7348.00,3857.00,0.00,0.00
7349.00,3786.00,0.00,0.00
7350.00,3752.00,0.00,0.00
7351.00,3736.60,11.40,0.00
7352.00,3410.00,423.00,0.00
7353.00,2315.40,1620.60,0.00
7354.00,1570.60,2879.40,0.00
7355.00,1303.20,3514.80,0.00
7356.00,1144.60,3773.40,0.00
7357.00,1127.40,3882.60,0.00
7358.00,1136.80,3811.20,0.00
7359.00,1321.00,3444.00,0.00
7360.00,2181.00,2613.00,0.00
7361.00,3534.40,1140.60,0.00
7362.00,4503.60,179.40,0.00
7363.00,5357.40,3.60,0.00
7364.00,5715.00,0.00,0.00
7365.00,5701.00,0.00,0.00
7366.00,5496.00,0.00,0.00
7367.00,5202.00,0.00,0.00
7368.00,4865.00,0.00,0.00
7369.00,4480.00,0.00,0.00
7370.00,4015.00,0.00,0.00
7371.00,3752.00,0.00,0.00
7372.00,3667.00,0.00,0.00
7373.00,3558.00,0.00,0.00
7374.00,3513.00,0.00,0.00
7375.00,3521.80,10.20,0.00
7376.00,3134.00,408.00,0.00
7377.00,1933.20,1570.80,0.00
7378.00,1006.60,2849.40,0.00
7379.00,706.00,3495.00,0.00
7380.00,661.60,3740.40,0.00
7381.00,794.00,3816.00,0.00
7382.00,865.40,3726.60,0.00
7383.00,971.00,3396.00,0.00
7384.00,1748.20,2539.80,0.00
7385.00,3032.80,1060.20,0.00
7386.00,3922.20,166.80,0.00
7387.00,4897.40,3.60,0.00
7388.00,5276.00,0.00,0.00
7389.00,5286.00,0.00,0.00
7390.00,5293.00,0.00,0.00
7391.00,5080.00,0.00,0.00
7392.00,4683.00,0.00,0.00
7393.00,4247.00,0.00,0.00
7394.00,3925.00,0.00,0.00
7395.00,3722.00,0.00,0.00
7396.00,3605.00,0.00,0.00
7397.00,3584.00,0.00,0.00
7398.00,3599.00,0.00,0.00
7399.00,3790.00,9.00,0.00
7400.00,3781.40,381.60,0.00
7401.00,3140.40,1557.60,0.00
7402.00,2698.80,2917.20,0.00
7403.00,2362.80,3559.20,0.00
7404.00,2321.60,3794.40,0.00
7405.00,2323.80,3877.20,0.00
7406.00,1948.60,3782.40,0.00
7407.00,2506.20,3415.80,0.00
7408.00,3561.40,2493.60,0.00
7409.00,5026.20,967.80,0.00
7410.00,5893.20,127.80,0.00
7411.00,6455.60,2.40,0.00
7412.00,6606.00,0.00,0.00
7413.00,6400.00,0.00,0.00
7414.00,6123.00,0.00,0.00
7415.00,5790.00,0.00,0.00
7416.00,5470.00,0.00,0.00
7417.00,4800.00,0.00,0.00
7418.00,4408.00,0.00,0.00
7419.00,4208.00,0.00,0.00
7420.00,4040.00,0.00,0.00
7421.00,4012.00,0.00,0.00
7422.00,4020.00,0.00,0.00
7423.00,4059.60,8.40,0.00
7424.00,3979.40,384.60,0.00
7425.00,3325.40,1578.60,0.00
7426.00,2864.00,2931.00,0.00
7427.00,2523.40,3561.60,0.00
7428.00,2328.60,3809.40,0.00
7429.00,2269.40,3897.60,0.00
7430.00,1993.40,3801.60,0.00
7431.00,2586.60,3434.40,0.00
7432.00,3610.40,2571.60,0.00
7433.00,4998.20,1066.80,0.00
7434.00,5914.20,154.80,0.00
7435.00,6501.00,3.00,0.00
7436.00,6632.00,0.00,0.00
7437.00,6481.00,0.00,0.00
7438.00,6118.00,0.00,0.00
