", South, South, Mid, Mid, Noorth, North"
"Timestep, Gas, PV, Gas, PV, Gas, PV "
441.00,4858.60,860.40,67082.00,785.00,16448.20,16.80
442.00,4036.00,2418.00,67346.00,1475.00,16275.40,217.60
443.00,3374.20,3400.80,68190.00,1895.00,15992.40,361.60
444.00,3032.80,3796.20,67332.00,2040.00,15680.00,410.00
445.00,2911.80,3907.20,65868.00,2190.00,15540.40,359.60
446.00,2407.20,3880.80,64821.00,1885.00,15605.40,231.60
447.00,2743.00,3621.00,65171.00,1030.00,15846.80,63.20
448.00,3503.60,2969.40,66213.00,135.00,16388.00,2.00
449.00,4806.20,1564.80,70117.00,0.00,16712.00,0.00
450.00,5914.20,349.80,70440.00,0.00,16452.00,0.00
451.00,6641.80,19.20,67660.00,0.00,15921.00,0.00
452.00,7102.00,0.00,63140.00,0.00,15232.00,0.00
453.00,7108.00,0.00,60213.00,0.00,14636.00,0.00
454.00,6848.00,0.00,58845.00,0.00,14127.00,0.00
455.00,6586.00,0.00,54342.00,0.00,13560.00,0.00
456.00,6238.00,0.00,49773.00,0.00,13069.00,0.00
457.00,5573.00,0.00,46708.00,0.00,12815.00,0.00
458.00,5062.00,0.00,45200.00,0.00,12711.00,0.00
459.00,4699.00,0.00,45113.00,0.00,12715.00,0.00
460.00,4446.00,0.00,45805.00,0.00,12808.00,0.00
461.00,4298.00,0.00,45564.00,0.00,12978.00,0.00
462.00,4262.00,0.00,46228.00,0.00,13411.00,0.00
463.00,4249.00,0.00,50092.00,0.00,14021.00,0.00
464.00,4292.20,70.80,53614.00,985.00,14647.00,0.00
465.00,3572.20,871.80,56955.00,575.00,15151.00,4.00
466.00,2333.80,2485.20,58139.00,1290.00,15523.20,74.80
467.00,1882.00,3444.00,58964.00,1885.00,15567.40,105.60
468.00,1650.40,3816.60,57783.00,2315.00,15450.80,117.20
469.00,1562.80,3913.20,55018.00,3295.00,15275.40,93.60
470.00,1486.40,3855.60,54371.00,2385.00,15077.40,39.60
471.00,1542.80,3616.20,55607.00,965.00,15237.20,4.80
472.00,2146.00,3015.00,57204.00,90.00,15732.20,6.80
473.00,3366.40,1674.60,61497.00,0.00,15921.00,0.00
474.00,4688.20,397.80,62364.00,0.00,15623.00,0.00
475.00,5692.40,21.60,59793.00,0.00,15165.00,0.00
476.00,6476.00,0.00,55799.00,0.00,14628.00,0.00
477.00,6510.00,0.00,53995.00,0.00,14110.00,0.00
478.00,6335.00,0.00,53954.00,0.00,13563.00,0.00
479.00,6003.00,0.00,50659.00,0.00,13018.00,0.00
480.00,5684.00,0.00,47143.00,0.00,12559.00,0.00
481.00,5257.00,0.00,44702.00,0.00,12292.00,0.00
482.00,4696.00,0.00,43926.00,0.00,12136.00,0.00
483.00,4360.00,0.00,44219.00,0.00,12129.00,0.00
484.00,4113.00,0.00,44733.00,0.00,12142.00,0.00
485.00,3962.00,0.00,44061.00,0.00,12310.00,0.00
486.00,3929.00,0.00,42219.00,0.00,12658.00,0.00
487.00,3935.00,0.00,43334.00,0.00,13001.00,0.00
488.00,3942.20,64.80,45265.00,545.00,13385.00,0.00
489.00,3111.60,770.40,47121.00,1845.00,13817.20,16.80
490.00,1790.00,2310.00,48882.00,3270.00,14168.80,117.20
491.00,1211.60,3311.40,50901.00,4160.00,14385.80,185.20
492.00,1099.20,3724.80,49907.00,4535.00,14417.60,238.40
493.00,1161.20,3835.80,46459.00,5860.00,14368.40,233.60
494.00,1157.20,3811.80,45781.00,4690.00,14504.60,108.40
495.00,1212.40,3534.60,47893.00,2475.00,14907.40,27.60
496.00,1747.60,2885.40,51066.00,465.00,15614.00,0.00
497.00,2935.00,1548.00,56680.00,0.00,15929.00,0.00
498.00,4239.60,362.40,59212.00,0.00,15900.00,0.00
499.00,5414.40,18.60,58035.00,0.00,15785.00,0.00
500.00,6032.00,0.00,55512.00,0.00,15440.00,0.00
501.00,6204.00,0.00,54678.00,0.00,14959.00,0.00
502.00,6175.00,0.00,55170.00,0.00,14320.00,0.00
503.00,5993.00,0.00,51679.00,0.00,13745.00,0.00
504.00,5553.00,0.00,48979.00,0.00,13401.00,0.00
505.00,4940.00,0.00,47147.00,0.00,13278.00,0.00
506.00,4524.00,0.00,46470.00,0.00,13211.00,0.00
507.00,4184.00,0.00,47240.00,0.00,13319.00,0.00
508.00,4049.00,0.00,48547.00,0.00,13638.00,0.00
509.00,4021.00,0.00,51538.00,0.00,14357.00,0.00
510.00,4002.00,0.00,58622.00,0.00,15964.00,0.00
511.00,4112.00,0.00,65627.00,0.00,17602.00,0.00
512.00,4546.20,67.80,66080.00,1505.00,17903.00,0.00
513.00,4615.60,818.40,64802.00,2595.00,17788.80,63.20
514.00,3924.40,2397.60,63952.00,4510.00,17627.80,251.20
515.00,3394.60,3380.40,63804.00,5635.00,17563.20,348.80
516.00,3163.80,3766.20,63014.00,5940.00,17430.60,374.40
517.00,3137.20,3880.80,62773.00,5870.00,17213.80,379.20
518.00,2658.20,3847.80,63657.00,4405.00,17375.40,235.60
519.00,3119.80,3631.20,65371.00,2160.00,17830.20,68.80
520.00,3831.00,3054.00,66915.00,405.00,18478.20,0.80
521.00,5134.40,1704.60,70440.00,230.00,18872.00,0.00
522.00,6479.60,413.40,71120.00,0.00,18650.00,0.00
523.00,7046.80,22.20,69046.00,0.00,18269.00,0.00
524.00,7547.00,0.00,64682.00,0.00,17840.00,0.00
525.00,7549.00,0.00,61800.00,0.00,17079.00,0.00
526.00,7350.00,0.00,60157.00,0.00,16247.00,0.00
527.00,6995.00,0.00,55274.00,0.00,15432.00,0.00
528.00,6520.00,0.00,52348.00,0.00,14914.00,0.00
529.00,5718.00,0.00,50632.00,0.00,14702.00,0.00
530.00,5158.00,0.00,49746.00,0.00,14632.00,0.00
531.00,4834.00,0.00,49753.00,0.00,14679.00,0.00
532.00,4579.00,0.00,50544.00,0.00,14873.00,0.00
533.00,4450.00,0.00,52645.00,0.00,15567.00,0.00
534.00,4472.00,0.00,58887.00,0.00,17115.00,0.00
535.00,4573.00,0.00,65573.00,0.00,18562.00,0.00
536.00,4899.20,70.80,65947.00,710.00,18670.00,0.00
537.00,4938.80,820.20,63186.00,3185.00,18411.80,115.20
538.00,4281.00,2325.00,62580.00,4495.00,18387.40,215.60
539.00,3833.20,3268.80,62625.00,5165.00,18051.60,314.40
540.00,3565.00,3639.00,62374.00,5065.00,17777.80,383.20
541.00,3592.20,3718.80,60748.00,6525.00,17578.60,366.40
542.00,3130.00,3696.00,61877.00,4940.00,17626.80,249.20
543.00,3429.20,3529.80,63620.00,2410.00,17948.20,76.80
544.00,4101.60,3008.40,65768.00,305.00,18253.40,27.60
545.00,5281.40,1755.60,69692.00,80.00,18589.00,0.00
546.00,6575.40,438.60,70476.00,0.00,18309.00,0.00
547.00,7258.60,23.40,68650.00,0.00,17836.00,0.00
548.00,7845.00,0.00,65084.00,0.00,17325.00,0.00
549.00,7849.00,0.00,62753.00,0.00,16728.00,0.00
550.00,7630.00,0.00,61401.00,0.00,15887.00,0.00
551.00,7292.00,0.00,57607.00,0.00,15072.00,0.00
552.00,6758.00,0.00,54909.00,0.00,14601.00,0.00
553.00,5861.00,0.00,53162.00,0.00,14382.00,0.00
554.00,5248.00,0.00,51742.00,0.00,14327.00,0.00
555.00,4891.00,0.00,51195.00,0.00,14391.00,0.00
556.00,4733.00,0.00,51691.00,0.00,14629.00,0.00
557.00,4563.00,0.00,53750.00,0.00,15353.00,0.00
558.00,4571.00,0.00,59786.00,0.00,16909.00,0.00
559.00,4699.00,0.00,66300.00,0.00,18432.00,0.00
560.00,5030.80,70.20,67107.00,595.00,18401.00,0.00
561.00,5121.80,754.20,66098.00,1550.00,18159.40,155.60
562.00,4559.20,2212.80,65419.00,2915.00,18106.00,258.00
563.00,4061.40,3096.60,65190.00,3970.00,17792.00,410.00
564.00,3761.80,3460.20,63978.00,4615.00,17520.40,479.60
565.00,3702.20,3526.80,63006.00,5390.00,17249.40,559.60
566.00,3304.80,3418.20,63527.00,4145.00,17429.00,344.00
567.00,3715.00,3195.00,64373.00,2535.00,18015.40,97.60
568.00,4382.20,2644.80,66111.00,460.00,18525.00,2.00
569.00,5463.20,1516.80,70656.00,45.00,18903.00,0.00
570.00,6628.80,403.20,71639.00,0.00,18608.00,0.00
571.00,7360.40,24.60,69975.00,0.00,18257.00,0.00
572.00,7968.00,0.00,66168.00,0.00,17805.00,0.00
573.00,7999.00,0.00,64237.00,0.00,17145.00,0.00
574.00,7734.00,0.00,63040.00,0.00,16294.00,0.00
575.00,7394.00,0.00,59439.00,0.00,15499.00,0.00
576.00,6916.00,0.00,56731.00,0.00,14980.00,0.00
577.00,6013.00,0.00,54736.00,0.00,14800.00,0.00
578.00,5326.00,0.00,53439.00,0.00,14697.00,0.00
579.00,4965.00,0.00,52494.00,0.00,14791.00,0.00
580.00,4804.00,0.00,52237.00,0.00,15006.00,0.00
581.00,4652.00,0.00,54187.00,0.00,15703.00,0.00
582.00,4651.00,0.00,60576.00,0.00,17205.00,0.00
583.00,4752.00,0.00,66716.00,0.00,18658.00,0.00
584.00,5079.60,62.40,66320.00,1290.00,18759.00,0.00
585.00,5252.00,678.00,65024.00,2265.00,18466.00,208.00
586.00,4683.80,2077.20,63872.00,3790.00,18276.80,255.20
587.00,4114.00,3018.00,63664.00,4830.00,17878.40,345.60
588.00,3952.00,3369.00,62942.00,5145.00,17635.60,360.40
589.00,3949.20,3415.80,60987.00,6885.00,17551.20,276.80
590.00,3557.00,3333.00,62258.00,4915.00,17651.40,169.60
591.00,4001.20,3040.80,63877.00,2475.00,17893.80,55.20
592.00,4671.80,2446.20,65428.00,460.00,18387.20,4.80
593.00,5744.80,1366.20,69772.00,5.00,18816.00,0.00
594.00,6753.40,381.60,71049.00,0.00,18563.00,0.00
595.00,7317.40,27.60,69251.00,0.00,18275.00,0.00
596.00,8005.00,0.00,65811.00,0.00,17777.00,0.00
597.00,8072.00,0.00,63279.00,0.00,17137.00,0.00
598.00,7835.00,0.00,62281.00,0.00,16115.00,0.00
599.00,7468.00,0.00,59092.00,0.00,15180.00,0.00
600.00,7011.00,0.00,56979.00,0.00,14469.00,0.00
601.00,6095.00,0.00,55354.00,0.00,14088.00,0.00
602.00,5335.00,0.00,54004.00,0.00,13911.00,0.00
603.00,4946.00,0.00,53472.00,0.00,13866.00,0.00
604.00,4830.00,0.00,54078.00,0.00,13962.00,0.00
605.00,4733.00,0.00,55889.00,0.00,14526.00,0.00
606.00,4701.00,0.00,61933.00,0.00,16046.00,0.00
607.00,4784.00,0.00,68473.00,0.00,17443.00,0.00
608.00,5123.40,63.60,67442.00,2880.00,17600.00,0.00
609.00,5353.20,667.80,64812.00,5805.00,17259.20,202.80
610.00,5157.00,1860.00,62356.00,9020.00,17139.00,192.00
611.00,4592.20,2734.80,60840.00,11300.00,16831.60,302.40
612.00,4280.80,3151.20,59915.00,11945.00,16468.00,336.00
613.00,4315.00,3195.00,60045.00,10795.00,16084.40,293.60
614.00,3930.80,3100.20,61350.00,8310.00,16032.40,157.60
615.00,4244.20,2902.80,64298.00,4740.00,16249.80,49.20
616.00,4839.00,2487.00,68470.00,1055.00,16703.20,6.80
617.00,5728.40,1476.60,72737.00,80.00,17064.00,0.00
618.00,6703.40,432.60,72924.00,0.00,16846.00,0.00
619.00,7300.80,31.20,70346.00,0.00,16262.00,0.00
620.00,8019.00,0.00,66632.00,0.00,15697.00,0.00
621.00,8072.00,0.00,64471.00,0.00,15089.00,0.00
622.00,7874.00,0.00,63545.00,0.00,14613.00,0.00
623.00,7517.00,0.00,61117.00,0.00,14061.00,0.00
624.00,7075.00,0.00,58199.00,0.00,13586.00,0.00
625.00,6260.00,0.00,55816.00,0.00,13296.00,0.00
626.00,5516.00,0.00,53610.00,0.00,13235.00,0.00
627.00,5151.00,0.00,52544.00,0.00,13207.00,0.00
628.00,4828.00,0.00,51520.00,0.00,13274.00,0.00
629.00,4706.00,0.00,50371.00,0.00,13481.00,0.00
630.00,4600.00,0.00,49609.00,0.00,14009.00,0.00
631.00,4561.00,0.00,52594.00,0.00,14683.00,0.00
632.00,4621.00,69.00,54071.00,1125.00,15093.00,0.00
633.00,4017.00,606.00,56415.00,1510.00,15363.60,238.40
634.00,3521.00,1698.00,56921.00,3060.00,15545.60,228.40
635.00,3359.60,2489.40,56915.00,4235.00,15344.00,270.00
636.00,3205.20,2863.80,55395.00,4895.00,15039.60,300.40
637.00,3296.60,2903.40,52880.00,5385.00,14805.40,297.60
638.00,3401.40,2721.60,52225.00,4075.00,14862.80,185.20
639.00,3584.80,2356.20,53113.00,2405.00,15241.00,56.00
640.00,4183.00,1710.00,55310.00,425.00,16188.40,17.60
641.00,5001.40,768.60,60129.00,5.00,16893.00,0.00
642.00,5666.40,162.60,61930.00,0.00,16756.00,0.00
643.00,6351.40,9.60,59483.00,0.00,16380.00,0.00
644.00,7365.00,0.00,55995.00,0.00,15932.00,0.00
645.00,7454.00,0.00,54755.00,0.00,15449.00,0.00
646.00,7279.00,0.00,55888.00,0.00,14967.00,0.00
647.00,6922.00,0.00,53025.00,0.00,14435.00,0.00
648.00,6570.00,0.00,50479.00,0.00,13990.00,0.00
649.00,5984.00,0.00,48220.00,0.00,13656.00,0.00
650.00,5270.00,0.00,46927.00,0.00,13574.00,0.00
651.00,4769.00,0.00,46718.00,0.00,13532.00,0.00
652.00,4440.00,0.00,46902.00,0.00,13543.00,0.00
653.00,4345.00,0.00,45928.00,0.00,13637.00,0.00
654.00,4335.00,0.00,43674.00,0.00,14005.00,0.00
655.00,4306.00,0.00,45024.00,0.00,14313.00,0.00
656.00,4257.80,55.20,46641.00,1095.00,14606.00,0.00
657.00,3656.40,597.60,50350.00,995.00,15002.20,24.80
658.00,2757.00,1743.00,51840.00,2570.00,15286.80,65.20
659.00,2480.60,2630.40,53302.00,3810.00,15339.80,123.20
660.00,2606.20,2986.80,52936.00,4195.00,15150.40,215.60
661.00,2858.60,3071.40,50469.00,5065.00,14987.40,221.60
662.00,3044.40,2973.60,51127.00,3330.00,15040.00,144.00
663.00,3108.20,2662.80,52270.00,1745.00,15239.80,51.20
664.00,3504.40,2223.60,54266.00,405.00,15928.00,0.00
665.00,4317.00,1254.00,58644.00,0.00,16374.00,0.00
666.00,5369.40,363.60,60560.00,0.00,16253.00,0.00
667.00,6351.80,28.20,59329.00,0.00,16058.00,0.00
668.00,7010.00,0.00,57377.00,0.00,15743.00,0.00
669.00,7140.00,0.00,57033.00,0.00,15265.00,0.00
670.00,7154.00,0.00,58284.00,0.00,14565.00,0.00
671.00,6866.00,0.00,55609.00,0.00,13962.00,0.00
672.00,6406.00,0.00,53110.00,0.00,13617.00,0.00
673.00,5589.00,0.00,51040.00,0.00,13513.00,0.00
674.00,4987.00,0.00,50092.00,0.00,13464.00,0.00
675.00,4607.00,0.00,50219.00,0.00,13634.00,0.00
676.00,4464.00,0.00,51127.00,0.00,13946.00,0.00
677.00,4383.00,0.00,53195.00,0.00,14756.00,0.00
678.00,4399.00,0.00,60003.00,0.00,16469.00,0.00
679.00,4468.00,0.00,66729.00,0.00,18137.00,0.00
680.00,4956.20,46.80,67626.00,890.00,18314.00,0.00
681.00,5311.40,525.60,67798.00,750.00,17878.40,297.60
682.00,5258.20,1594.80,67536.00,1875.00,17829.60,228.40
683.00,4981.60,2435.40,67058.00,2900.00,17630.80,245.20
684.00,4813.20,2800.80,66101.00,3410.00,17360.60,244.40
685.00,4803.00,2940.00,65314.00,3835.00,17112.00,272.00
686.00,4364.60,2951.40,65020.00,3200.00,17150.20,154.80
687.00,4667.40,2835.60,65101.00,1960.00,17362.60,26.40
688.00,5156.40,2460.60,65563.00,420.00,17732.00,0.00
689.00,6051.20,1510.80,69319.00,0.00,18116.00,0.00
690.00,7094.80,442.20,70312.00,0.00,17698.00,0.00
691.00,7603.60,35.40,68238.00,0.00,17263.00,0.00
692.00,8170.00,0.00,64525.00,0.00,16605.00,0.00
693.00,8170.00,0.00,62119.00,0.00,15992.00,0.00
694.00,7951.00,0.00,60677.00,0.00,15139.00,0.00
695.00,7597.00,0.00,56104.00,0.00,14256.00,0.00
696.00,7081.00,0.00,53038.00,0.00,13666.00,0.00
697.00,6206.00,0.00,51216.00,0.00,13433.00,0.00
698.00,5478.00,0.00,50513.00,0.00,13421.00,0.00
699.00,5107.00,0.00,51292.00,0.00,13453.00,0.00
700.00,4863.00,0.00,52772.00,0.00,13659.00,0.00
701.00,4754.00,0.00,54805.00,0.00,14368.00,0.00
702.00,4747.00,0.00,61358.00,0.00,15965.00,0.00
703.00,4841.00,0.00,67670.00,0.00,17386.00,0.00
704.00,5096.60,98.40,65482.00,3615.00,17457.00,0.00
705.00,4978.20,1012.80,65465.00,3230.00,17048.00,212.00
706.00,4293.80,2653.20,64158.00,5075.00,16981.80,191.20
707.00,3823.80,3535.20,63766.00,6260.00,16757.80,243.20
708.00,3614.00,3876.00,62936.00,6555.00,16509.80,259.20
709.00,3626.80,3931.20,61011.00,7815.00,16389.20,214.80
710.00,3224.80,3844.20,62105.00,5895.00,16464.00,144.00
711.00,3643.00,3621.00,63480.00,3610.00,16684.80,47.20
712.00,4294.20,3109.80,65553.00,1025.00,17046.00,6.00
713.00,5433.00,1878.00,69579.00,10.00,17512.00,0.00
714.00,6764.60,560.40,70734.00,0.00,17200.00,0.00
715.00,7412.20,43.80,68587.00,0.00,16730.00,0.00
716.00,8068.00,0.00,64792.00,0.00,16212.00,0.00
717.00,8134.00,0.00,62016.00,0.00,15419.00,0.00
718.00,7936.00,0.00,60459.00,0.00,14538.00,0.00
719.00,7611.00,0.00,56022.00,0.00,13601.00,0.00
720.00,7108.00,0.00,52185.00,0.00,13045.00,0.00
721.00,6143.00,0.00,50445.00,0.00,12820.00,0.00
722.00,5424.00,0.00,49435.00,0.00,12703.00,0.00
723.00,5052.00,0.00,50238.00,0.00,12701.00,0.00
724.00,4807.00,0.00,51429.00,0.00,12886.00,0.00
725.00,4727.00,0.00,54107.00,0.00,13544.00,0.00
726.00,4702.00,0.00,60747.00,0.00,15011.00,0.00
727.00,4828.00,0.00,67320.00,0.00,16412.00,0.00
728.00,5123.60,101.40,64289.00,4460.00,16470.00,0.00
729.00,4977.40,960.60,63328.00,5650.00,16305.00,8.00
730.00,4397.60,2489.40,61699.00,8215.00,16337.80,51.20
731.00,3903.80,3358.20,61285.00,9745.00,16302.00,62.00
732.00,3696.20,3670.80,60617.00,10025.00,16146.40,83.60
733.00,3723.00,3639.00,60732.00,9730.00,15884.40,221.60
734.00,3371.20,3472.80,62514.00,7245.00,15956.80,191.20
735.00,3795.80,3184.20,64807.00,4300.00,16274.40,83.60
736.00,4550.60,2606.40,67784.00,1070.00,16634.40,33.60
737.00,5674.20,1390.80,71685.00,30.00,17064.00,0.00
738.00,6715.20,325.80,73453.00,0.00,16817.00,0.00
739.00,7145.60,20.40,71777.00,0.00,16357.00,0.00
740.00,7908.00,0.00,67612.00,0.00,15976.00,0.00
741.00,8005.00,0.00,65075.00,0.00,15236.00,0.00
742.00,7841.00,0.00,63431.00,0.00,14421.00,0.00
743.00,7523.00,0.00,58914.00,0.00,13608.00,0.00
744.00,7105.00,0.00,52202.00,0.00,13067.00,0.00
745.00,6114.00,0.00,50336.00,0.00,12838.00,0.00
746.00,5467.00,0.00,49483.00,0.00,12790.00,0.00
747.00,5040.00,0.00,49507.00,0.00,12874.00,0.00
748.00,4882.00,0.00,50379.00,0.00,13088.00,0.00
749.00,4803.00,0.00,52562.00,0.00,13781.00,0.00
750.00,4782.00,0.00,58448.00,0.00,15491.00,0.00
751.00,4852.00,0.00,64922.00,0.00,16959.00,0.00
752.00,5191.00,51.00,65321.00,1140.00,17060.00,0.00
753.00,5521.40,489.60,64374.00,1980.00,16839.20,74.80
754.00,5397.60,1517.40,63362.00,3645.00,16756.20,136.80
755.00,4899.80,2368.20,62942.00,4955.00,16401.00,196.00
756.00,4513.80,2791.20,61701.00,5460.00,16114.00,190.00
757.00,4368.80,2944.20,60046.00,6575.00,15904.00,212.00
758.00,3896.60,2903.40,60578.00,5175.00,15959.00,132.00
759.00,4286.40,2664.60,62035.00,3200.00,16242.80,41.20
760.00,4846.00,2205.00,63870.00,900.00,16605.20,8.80
761.00,5575.60,1388.40,68032.00,20.00,17172.00,0.00
762.00,6553.60,434.40,69468.00,0.00,16966.00,0.00
763.00,7079.20,40.80,67427.00,0.00,16556.00,0.00
764.00,7859.00,0.00,64318.00,0.00,15989.00,0.00
765.00,7981.00,0.00,61667.00,0.00,15338.00,0.00
766.00,7817.00,0.00,60157.00,0.00,14517.00,0.00
767.00,7497.00,0.00,55718.00,0.00,13673.00,0.00
768.00,7021.00,0.00,51788.00,0.00,13023.00,0.00
769.00,6089.00,0.00,49921.00,0.00,12721.00,0.00
770.00,5397.00,0.00,48801.00,0.00,12594.00,0.00
771.00,5021.00,0.00,49166.00,0.00,12504.00,0.00
772.00,4823.00,0.00,49896.00,0.00,12640.00,0.00
773.00,4703.00,0.00,52317.00,0.00,13268.00,0.00
774.00,4698.00,0.00,58385.00,0.00,14776.00,0.00
775.00,4815.00,0.00,64857.00,0.00,16252.00,0.00
776.00,5154.00,75.00,63430.00,3245.00,16316.00,0.00
777.00,5310.80,694.20,63088.00,3670.00,16171.40,27.60
778.00,4769.40,2067.60,61585.00,5865.00,16234.80,45.20
779.00,4208.00,2997.00,60819.00,7475.00,16021.40,101.60
780.00,3847.40,3459.60,59444.00,8220.00,15797.80,113.20
781.00,3723.80,3607.20,57293.00,9230.00,15560.20,92.80
782.00,3237.00,3558.00,58762.00,6960.00,15376.40,81.60
783.00,3558.00,3330.00,61012.00,4055.00,15392.60,44.40
784.00,4177.80,2794.20,63773.00,1070.00,15647.00,2.00
785.00,5123.00,1776.00,67940.00,0.00,15923.00,0.00
786.00,6304.00,558.00,68853.00,0.00,15588.00,0.00
787.00,6915.80,46.20,66573.00,0.00,15058.00,0.00
788.00,7669.00,0.00,62334.00,0.00,14443.00,0.00
789.00,7749.00,0.00,60040.00,0.00,13911.00,0.00
790.00,7441.00,0.00,59007.00,0.00,13292.00,0.00
791.00,7174.00,0.00,55064.00,0.00,12658.00,0.00
792.00,6878.00,0.00,51927.00,0.00,12184.00,0.00
793.00,6127.00,0.00,49553.00,0.00,11936.00,0.00
794.00,5415.00,0.00,48403.00,0.00,11776.00,0.00
795.00,4946.00,0.00,48122.00,0.00,11771.00,0.00
796.00,4712.00,0.00,48125.00,0.00,11771.00,0.00
797.00,4582.00,0.00,47914.00,0.00,11952.00,0.00
798.00,4504.00,0.00,47874.00,0.00,12395.00,0.00
799.00,4503.00,0.00,51443.00,0.00,12931.00,0.00
800.00,4554.20,76.80,52723.00,1655.00,13381.00,0.00
801.00,3894.80,772.20,53464.00,3545.00,13699.40,163.60
802.00,2876.80,2233.20,52441.00,5720.00,13802.20,212.80
803.00,2516.20,3094.80,51878.00,6920.00,13533.00,338.00
804.00,2341.60,3491.40,50679.00,7175.00,13239.60,378.40
805.00,2326.40,3627.60,47830.00,8285.00,12895.60,366.40
806.00,2278.20,3589.80,48673.00,5985.00,12775.60,292.40
807.00,2283.80,3409.20,50368.00,3800.00,13072.20,140.80
808.00,2648.40,3000.60,53213.00,1020.00,13927.20,4.80
809.00,3609.20,1954.80,58178.00,20.00,14849.00,0.00
810.00,5056.60,581.40,60822.00,0.00,14882.00,0.00
811.00,6047.20,43.80,58452.00,0.00,14490.00,0.00
812.00,7009.00,0.00,55031.00,0.00,13982.00,0.00
813.00,7076.00,0.00,53075.00,0.00,13481.00,0.00
814.00,6901.00,0.00,53631.00,0.00,13000.00,0.00
815.00,6594.00,0.00,50355.00,0.00,12472.00,0.00
816.00,6288.00,0.00,46947.00,0.00,12113.00,0.00
817.00,5647.00,0.00,44427.00,0.00,11804.00,0.00
818.00,5076.00,0.00,43360.00,0.00,11691.00,0.00
819.00,4664.00,0.00,42915.00,0.00,11610.00,0.00
820.00,4403.00,0.00,42646.00,0.00,11589.00,0.00
821.00,4277.00,0.00,41661.00,0.00,11715.00,0.00
822.00,4237.00,0.00,39698.00,0.00,12037.00,0.00
823.00,4194.00,0.00,41556.00,0.00,12381.00,0.00
824.00,4129.40,117.60,41959.00,2680.00,12712.00,0.00
825.00,3054.80,1045.20,44155.00,3675.00,12968.20,216.80
826.00,1693.20,2713.80,44313.00,6015.00,13241.00,202.00
827.00,1285.00,3576.00,44367.00,8350.00,13307.40,233.60
828.00,1217.00,3924.00,42078.00,9860.00,13348.00,206.00
829.00,1315.80,4018.20,37797.00,11950.00,13264.60,250.40
830.00,1340.40,3984.60,37729.00,10110.00,13323.60,166.40
831.00,1307.40,3786.60,39717.00,7045.00,13635.00,76.00
832.00,1697.60,3284.40,44234.00,2745.00,14307.00,2.00
833.00,2769.40,2106.60,51070.00,60.00,15022.00,0.00
834.00,4390.60,569.40,55881.00,0.00,15040.00,0.00
835.00,5385.80,37.20,55831.00,0.00,14809.00,0.00
836.00,6341.00,0.00,53218.00,0.00,14482.00,0.00
837.00,6612.00,0.00,52402.00,0.00,13964.00,0.00
838.00,6595.00,0.00,54011.00,0.00,13382.00,0.00
839.00,6421.00,0.00,51383.00,0.00,12776.00,0.00
840.00,6071.00,0.00,48745.00,0.00,12348.00,0.00
841.00,5351.00,0.00,47247.00,0.00,12225.00,0.00
842.00,4742.00,0.00,46403.00,0.00,12214.00,0.00
843.00,4455.00,0.00,46227.00,0.00,12354.00,0.00
844.00,4350.00,0.00,46978.00,0.00,12650.00,0.00
845.00,4277.00,0.00,49219.00,0.00,13359.00,0.00
846.00,4247.00,0.00,54948.00,0.00,14960.00,0.00
847.00,4363.00,0.00,60983.00,0.00,16455.00,0.00
848.00,4789.20,82.80,56910.00,6350.00,16583.00,0.00
849.00,4920.60,686.40,55178.00,8485.00,16363.20,220.80
850.00,4730.60,1892.40,54606.00,10755.00,16308.20,334.80
851.00,4294.40,2763.60,55235.00,11710.00,16122.60,440.40
852.00,3992.20,3145.80,55131.00,11290.00,15994.20,466.80
853.00,3982.00,3180.00,55112.00,10365.00,15955.60,438.40
854.00,3732.60,2966.40,56855.00,7910.00,16072.80,325.20
855.00,4098.40,2691.60,59681.00,4435.00,16409.20,140.80
856.00,4866.60,2066.40,62229.00,1175.00,16748.00,10.00
857.00,5807.60,1094.40,66508.00,15.00,17361.00,0.00
858.00,6584.80,310.20,67970.00,0.00,17118.00,0.00
859.00,6866.40,30.60,66269.00,0.00,16745.00,0.00
860.00,7601.00,0.00,62956.00,0.00,16181.00,0.00
861.00,7698.00,0.00,60802.00,0.00,15617.00,0.00
862.00,7497.00,0.00,59789.00,0.00,14737.00,0.00
863.00,7238.00,0.00,55240.00,0.00,13967.00,0.00
864.00,6718.00,0.00,51752.00,0.00,13541.00,0.00
865.00,5933.00,0.00,49705.00,0.00,13380.00,0.00
866.00,5327.00,0.00,48954.00,0.00,13331.00,0.00
867.00,4935.00,0.00,49156.00,0.00,13375.00,0.00
868.00,4727.00,0.00,50285.00,0.00,13634.00,0.00
869.00,4668.00,0.00,52566.00,0.00,14382.00,0.00
870.00,4640.00,0.00,58836.00,0.00,15870.00,0.00
871.00,4713.00,0.00,65492.00,0.00,17238.00,0.00
872.00,5010.80,73.20,63960.00,3035.00,17377.00,0.00
873.00,5151.80,700.20,64956.00,1935.00,17166.00,188.00
874.00,4700.00,2031.00,64506.00,3150.00,17090.60,244.40
875.00,4127.80,2980.20,64324.00,4040.00,16973.60,358.40
876.00,3834.60,3350.40,63783.00,4285.00,16767.20,404.80
877.00,3814.00,3405.00,62943.00,4390.00,16514.40,487.60
878.00,3362.40,3288.60,63209.00,3535.00,16726.00,338.00
879.00,3863.40,3006.60,64046.00,2160.00,17068.00,124.00
880.00,4521.60,2573.40,64366.00,750.00,17407.40,13.60
